video_id,question,answer,time,frames,Qtype
P02_04,What all does he pick-up?,I don't know,00:03:54.77-00:03:55.43,14086-14125,noun
P01_06,What did he do with the glass?,I don't know,00:00:00.57-00:00:01.53,34-91,action
P01_06,What all does he wipe?,I don't know,00:01:04.46-00:01:09.25,3867-4155,noun
P02_04,What all does he squeeze?,I don't know,00:00:14.50-00:00:15.92,870-955,noun
P03_02,What all does he squeeze?,I don't know,00:01:15.86-00:01:17.30,4551-4638,noun
P01_03,What did he do with the cup?,I don't know,00:00:00.27-00:00:02.11,16-126,action
P01_07,What did he do with the cereal bag?,I don't know,00:00:49.52-00:00:55.95,2971-3357,action
P01_04,What did he do with the sink?,I don't know,00:01:02.30-00:01:02.99,3738-3779,action
P02_04,What did he do with the cupboard?,I don't know,00:03:36.56-00:03:37.80,12993-13068,action
P02_04,What did he do with the pan?,I don't know,00:00:04.97-00:00:05.67,298-340,action
P02_01,What all does he remove?,I don't know,00:00:17.43-00:00:18.44,1045-1106,noun
P03_09,What did he do with the lid?,I don't know,00:04:58.60-00:04:59.52,17916-17971,action
P01_02,What did he do with the pan?,I don't know,00:07:43.80-00:07:45.80,27828-27948,action
P01_06,What all does he turn-off?,I don't know,00:01:34.90-00:01:47.44,5694-6446,noun
P01_04,What did he do with the cereal bag?,I don't know,00:00:37.33-00:00:38.81,2239-2328,action
P02_04,What did he do with the water filter?,I don't know,00:02:45.34-00:02:46.01,9920-9960,action
P03_02,What did he do with the side?,I don't know,00:01:02.66-00:01:04.34,3759-3860,action
P02_01,What did he do with the bag?,I don't know,00:00:23.69-00:00:26.07,1421-1564,action
P02_04,What all does he get?,I don't know,00:04:50.17-00:04:50.99,17410-17459,noun
P02_04,What did he do with the pan?,I don't know,00:06:21.47-00:06:23.75,22888-23025,action
P02_01,What did he do with the coffee pot?,I don't know,00:00:43.84-00:00:45.41,2630-2724,action
P02_01,What all does he stir?,I don't know,00:03:18.35-00:03:18.96,11901-11937,noun
P02_04,What all does he hold?,I don't know,00:06:17.44-00:06:19.99,22646-22799,noun
P03_09,What all does he grab?,I don't know,00:09:02.19-00:09:06.15,32531-32769,noun
P03_02,What did he do with the sponge?,I don't know,00:06:11.79-00:06:12.64,22307-22358,action
P01_07,What all does he unfold?,I don't know,00:01:15.44-00:01:16.93,4526-4615,noun
P02_04,What did he do with the plate?,I don't know,00:01:00.15-00:01:01.07,3609-3664,action
P02_01,What did he do with the cup?,I don't know,00:02:49.64-00:02:50.39,10178-10223,action
P03_02,What did he do with the squash?,I don't know,00:03:40.21-00:03:42.78,13212-13366,action
P01_02,What did he do with the rag?,squeeze,00:07:05.93-00:07:07.60,25555-25656,action
P02_04,What did he do with the strainer?,I don't know,00:00:43.42-00:00:44.39,2605-2663,action
P01_02,What did he do with the counter?,I don't know,00:01:07.38-00:01:09.37,4042-4162,action
P03_09,What did he put in the bag?,I don't know,00:09:51.85-00:09:52.88,35511-35572,interaction1
P01_02,What all does he wash?,I don't know,00:08:02.12-00:08:03.47,28927-29008,noun
P01_02,What did he do with the spatula?,I don't know,00:00:30.20-00:00:32.45,1812-1947,action
P01_06,What did he do with the counter?,I don't know,00:02:51.83-00:02:55.01,10309-10500,action
P01_06,What all does he dry?,I don't know,00:04:02.41-00:04:03.60,14544-14616,noun
P03_02,What did he do with the lid?,I don't know,00:00:10.26-00:00:12.01,615-720,action
P03_09,What did he do with the hand?,I don't know,00:02:23.21-00:02:29.88,8592-8992,action
P03_09,What did he do with the fork?,I don't know,00:03:09.11-00:03:11.30,11346-11478,action
P03_09,What did he do with the tap?,turn-on,00:02:16.16-00:02:17.59,8169-8255,action
P02_04,What all does he get?,I don't know,00:01:44.22-00:01:44.96,6253-6297,noun
P01_07,What did he do with the cupboard?,I don't know,00:00:39.19-00:00:41.43,2351-2485,action
P01_06,What did he do with the spoon?,I don't know,00:03:14.97-00:03:16.17,11698-11770,action
P02_01,What did he put into the coffee machine?,I don't know,00:01:26.85-00:01:29.49,5211-5369,interaction1
P03_09,What did he do with the liquid?,I don't know,00:03:32.17-00:03:33.83,12730-12829,action
P02_04,What all does he put?,I don't know,00:02:48.56-00:02:49.31,10113-10158,noun
P01_06,What all does he turn-off?,I don't know,00:01:13.82-00:01:15.07,4429-4504,noun
P01_03,What all does he move?,I don't know,00:01:09.59-00:01:11.17,4175-4270,noun
P02_01,What did he do with the filter?,I don't know,00:02:32.79-00:02:33.76,9167-9225,action
P03_09,What all does he test?,I don't know,00:01:44.73-00:01:45.98,6283-6358,noun
P01_04,What did he put into the cereal box?,cereal bag,00:00:10.36-00:00:14.11,621-846,interaction1
P03_09,What did he do with the tap?,I don't know,00:01:37.85-00:01:38.45,5871-5907,action
P01_07,What all does he lay?,I don't know,00:00:21.04-00:00:22.10,1262-1326,noun
P01_07,What did he do with the fridge?,I don't know,00:00:46.00-00:00:49.28,2760-2956,action
P02_04,What did he do with the cutlery?,I don't know,00:06:25.37-00:06:33.78,23122-23626,action
P03_02,What did he do with the lunch box?,I don't know,00:02:34.43-00:02:35.19,9265-9311,action
P03_02,What all does he clean?,I don't know,00:06:17.73-00:06:18.46,22663-22707,noun
P01_03,What all does he pour?,I don't know,00:01:04.87-00:01:06.48,3892-3988,noun
P02_04,What did he do with the mesh?,I don't know,00:01:14.49-00:01:15.08,4469-4504,action
P02_01,Where did he return the bag?,I don't know,00:03:20.31-00:03:21.47,12018-12088,interaction2
P01_02,What all does he wipe?,I don't know,00:04:16.74-00:04:18.28,15404-15496,noun
P01_06,What all does he fold?,I don't know,00:06:48.53-00:06:50.99,24511-24659,noun
P03_09,What did he do with the plate?,I don't know,00:01:16.57-00:01:18.76,4594-4725,action
P03_09,What all does he grab-up?,I don't know,00:02:52.26-00:02:52.76,10335-10365,noun
P01_02,What did he do with the tap?,I don't know,00:07:55.91-00:07:56.68,28554-28600,action
P01_02,What did he do with the lid?,I don't know,00:01:56.69-00:02:03.94,7001-7436,action
P01_02,What did he do with the grater?,I don't know,00:02:16.33-00:02:17.93,8179-8275,action
P02_01,Where did he put the sugar?,coffee,00:01:34.62-00:01:36.02,5677-5761,interaction2
P01_07,What did he do with the fry pan?,I don't know,00:00:44.24-00:00:45.63,2654-2737,action
P01_02,What did he do with the bottle?,I don't know,00:01:09.32-00:01:17.33,4159-4639,action
P02_01,Where did he put the spoon?,I don't know,00:02:20.78-00:02:23.13,8446-8587,interaction2
P01_06,Where did he put the cutting board?,I don't know,00:04:56.67-00:05:00.46,17800-18027,interaction2
P03_09,What all does he test?,I don't know,00:02:52.26-00:02:52.76,10335-10365,noun
P03_02,What all does he pour?,I don't know,00:00:15.40-00:00:17.18,924-1030,noun
P01_02,What all does he put?,I don't know,00:06:23.35-00:06:27.09,23001-23225,noun
P01_02,What did he do with the bottle?,I don't know,00:08:09.00-00:08:13.10,29340-29586,action
P01_04,What all does he put-down?,I don't know,00:01:08.65-00:01:11.30,4119-4278,noun
P03_02,What did he put in the fridge?,I don't know,00:00:58.17-00:00:59.85,3490-3591,interaction1
P02_01,What did he do with the cup?,I don't know,00:02:23.29-00:02:25.27,8597-8716,action
P01_02,What did he do with the liquid?,I don't know,00:05:01.47-00:05:05.47,18088-18328,action
P02_04,What all does he remove?,I don't know,00:02:48.56-00:02:49.31,10113-10158,noun
P01_06,What all does he empty?,I don't know,00:01:48.53-00:01:49.73,6511-6583,noun
P01_02,What did he do with the liquid?,I don't know,00:04:51.32-00:04:55.41,17479-17724,action
P03_02,What did he do with the sandwich?,I don't know,00:02:07.71-00:02:10.91,7662-7854,action
P01_06,What all does he put-down?,I don't know,00:00:12.22-00:00:12.95,733-777,noun
P03_09,What all does he pour?,I don't know,00:01:16.57-00:01:18.76,4594-4725,noun
P02_04,What did he do with the water?,I don't know,00:01:10.65-00:01:14.39,4239-4463,action
P02_04,What did he do with the press?,I don't know,00:00:43.42-00:00:44.39,2605-2663,action
P01_06,What did he do with the glass?,I don't know,00:00:55.41-00:00:56.22,3324-3373,action
P01_02,What did he do with the liquid?,I don't know,00:00:24.53-00:00:25.87,1471-1552,action
P01_07,What did he do with the fry pan?,I don't know,00:01:42.29-00:01:43.87,6137-6232,action
P02_04,What did he do with the mug?,I don't know,00:05:34.83-00:05:38.83,20089-20329,action
P02_01,What did he do with the filter?,I don't know,00:01:16.95-00:01:17.87,4617-4672,action
P03_02,What all does he squeeze?,I don't know,00:06:30.32-00:06:32.07,23419-23524,noun
P01_07,What did he do with the spoon?,I don't know,00:02:25.68-00:02:37.39,8740-9443,action
P03_09,What did he do with the knife?,I don't know,00:00:32.56-00:00:34.05,1953-2042,action
P03_02,What did he do with the kitchen towel?,I don't know,00:04:46.11-00:04:48.86,17166-17331,action
P03_09,What all does he put-up?,I don't know,00:02:16.16-00:02:17.59,8169-8255,noun
P03_02,What all does he shake?,I don't know,00:02:30.67-00:02:32.00,9040-9120,noun
P03_02,What all does he put-in?,I don't know,00:06:08.34-00:06:11.69,22100-22301,noun
P03_09,What did he do with the bin?,I don't know,00:05:00.34-00:05:05.57,18020-18334,action
P02_04,What all does he get?,I don't know,00:05:12.62-00:05:13.56,18757-18813,noun
P03_09,What all does he cut?,I don't know,00:09:39.96-00:09:41.94,34797-34916,noun
P03_09,What all does he slice?,I don't know,00:06:09.00-00:06:09.88,22140-22192,noun
P03_02,What all does he close?,I don't know,00:04:42.82-00:04:44.83,16969-17089,noun
P03_09,What did he do with the cutting board?,I don't know,00:08:13.76-00:08:14.76,29625-29685,action
P01_06,What all does he pour-up?,I don't know,00:02:05.08-00:02:07.32,7504-7639,noun
P01_06,What did he do with the counter?,I don't know,00:05:38.64-00:05:39.99,20318-20399,action
P02_01,What all does he hold?,I don't know,00:01:00.25-00:01:01.77,3615-3706,noun
P02_04,What did he do with the spoon?,I don't know,00:02:34.08-00:02:34.97,9244-9298,action
P03_09,What all does he open-up?,I don't know,00:00:51.55-00:00:52.55,3093-3153,noun
P03_09,What did he do with the measuring cup?,I don't know,00:00:15.98-00:00:21.50,958-1290,action
P03_09,What did he do with the measuring cup?,I don't know,00:01:44.73-00:01:45.98,6283-6358,action
P02_01,Where did he put the sugar?,I don't know,00:00:06.16-00:00:07.59,369-455,interaction2
P01_07,What all does he throw?,I don't know,00:01:43.47-00:01:44.64,6208-6278,noun
P03_09,What did he do with the knife?,I don't know,00:08:30.15-00:08:36.42,30609-30985,action
P02_04,What did he do with the wooden spoon?,I don't know,00:00:11.95-00:00:13.69,717-821,action
P03_02,What did he do with the sponge?,I don't know,00:00:57.00-00:00:58.07,3420-3484,action
P01_06,What all does he empty?,I don't know,00:04:59.91-00:05:08.63,17994-18517,noun
P02_01,What all does he open?,I don't know,00:01:38.71-00:01:42.77,5922-6166,noun
P01_02,What did he do with the pan?,I don't know,00:00:08.61-00:00:09.28,516-556,action
P03_09,What did he do with the sponge?,I don't know,00:00:56.88-00:00:57.49,3412-3449,action
P01_02,What did he do with the fridge?,I don't know,00:06:19.80-00:06:21.96,22788-22917,action
P02_04,What did he do with the water filter?,I don't know,00:03:58.32-00:03:59.07,14299-14344,action
P03_02,What all does he clean?,I don't know,00:02:55.83-00:02:56.68,10549-10600,noun
P03_09,What did he do with the saucepan?,I don't know,00:00:14.52-00:00:15.02,871-901,action
P03_09,What all does he clean?,I don't know,00:03:32.17-00:03:33.83,12730-12829,noun
P02_04,What did he do with the water filter?,I don't know,00:01:04.10-00:01:07.53,3845-4051,action
P03_09,What did he do with the plate?,wash,00:04:06.05-00:04:13.84,14763-15230,action
P01_02,What did he do with the bin?,I don't know,00:07:31.18-00:07:33.43,27070-27205,action
P02_04,What did he do with the water?,I don't know,00:01:20.73-00:01:22.23,4843-4933,action
P03_09,What did he do with the measuring cup?,I don't know,00:05:54.32-00:05:57.26,21259-21435,action
P02_04,What did he do with the chopping board?,I don't know,00:05:13.23-00:05:13.92,18793-18835,action
P01_04,What did he do with the spoon?,I don't know,00:00:42.17-00:00:44.47,2530-2668,action
P02_01,What did he put into the coffee?,I don't know,00:00:13.30-00:00:16.59,798-995,interaction1
P02_01,What did he do with the coffee pot?,I don't know,00:02:39.48-00:02:42.23,9568-9733,action
P01_02,What did he do with the lid?,I don't know,00:05:25.07-00:05:27.20,19504-19632,action
P02_04,What all does he hold?,I don't know,00:00:50.35-00:00:51.15,3021-3069,noun
P01_02,What all does he empty?,I don't know,00:04:39.21-00:04:48.69,16752-17321,noun
P01_06,What all does he open?,I don't know,00:02:03.33-00:02:04.65,7399-7479,noun
P02_04,What did he do with the drawer?,I don't know,00:05:04.29-00:05:07.29,18257-18437,action
P03_02,What did he do with the water?,I don't know,00:03:01.61-00:03:03.56,10896-11013,action
P03_02,Where did he put the crisp?,I don't know,00:00:41.38-00:00:44.66,2482-2679,interaction2
P01_02,What did he do with the fork?,I don't know,00:01:49.17-00:01:50.91,6550-6654,action
P03_09,What did he do with the measuring cup?,I don't know,00:03:19.60-00:03:20.28,11976-12016,action
P01_06,What all does he put-down?,I don't know,00:06:09.93-00:06:21.00,22195-22860,noun
P02_04,What all does he hold?,I don't know,00:05:34.83-00:05:38.83,20089-20329,noun
P01_07,What all does he put-in?,I don't know,00:00:56.05-00:00:57.11,3363-3426,noun
P01_02,What all does he throw?,I don't know,00:00:34.64-00:00:35.70,2078-2142,noun
P03_02,What did he do with the tap?,turn-off,00:06:17.73-00:06:18.46,22663-22707,action
P02_04,What did he do with the mesh strainer?,I don't know,00:04:47.06-00:04:49.83,17223-17389,action
P01_02,What did he do with the cloth?,I don't know,00:05:00.52-00:05:01.27,18031-18076,action
P03_02,What did he do with the new sponge?,I don't know,00:03:01.61-00:03:03.56,10896-11013,action
P03_09,What did he do with the sink?,I don't know,00:05:05.67-00:05:07.20,18340-18432,action
P01_06,What all does he move?,I don't know,00:03:30.01-00:03:32.31,12600-12738,noun
P02_04,What all does he open?,I don't know,00:00:43.42-00:00:44.39,2605-2663,noun
P01_04,What all does he put?,I don't know,00:00:06.15-00:00:06.77,369-406,noun
P02_04,What did he do with the pan?,I don't know,00:04:33.24-00:04:33.81,16394-16428,action
P01_02,What did he do with the tap?,I don't know,00:03:08.81-00:03:19.08,11328-11944,action
P01_02,What did he do with the rag?,I don't know,00:05:05.57-00:05:08.25,18334-18495,action
P03_02,What all does he wipe?,I don't know,00:00:59.70-00:01:01.78,3582-3706,noun
P03_02,What did he do with the cupboard?,I don't know,00:00:57.00-00:00:58.07,3420-3484,action
P03_09,What all does he pour?,I don't know,00:03:38.68-00:03:40.02,13120-13201,noun
P01_02,What did he do with the tap?,open,00:00:26.26-00:00:27.30,1575-1638,action
P02_04,What all does he rinse?,I don't know,00:02:33.47-00:02:34.33,9208-9259,noun
P03_09,What did he do with the sink?,I don't know,00:07:40.79-00:07:45.74,27647-27944,action
P02_04,What all does he hold?,I don't know,00:03:48.40-00:03:49.29,13704-13757,noun
P02_04,What did he do with the apron?,wear,00:01:29.51-00:01:40.21,5370-6012,action
P03_09,What did he do with the bread?,I don't know,00:08:30.15-00:08:36.42,30609-30985,action
P02_01,What all does he put?,I don't know,00:02:11.07-00:02:12.06,7864-7923,noun
P03_02,What did he do with the side?,I don't know,00:00:17.95-00:00:18.77,1077-1126,action
P02_01,What did he do with the coffee pot?,I don't know,00:00:13.30-00:00:16.59,798-995,action
P03_09,What did he do with the bottle?,I don't know,00:01:02.98-00:01:04.20,3778-3852,action
P02_04,What did he do with the cupboard?,I don't know,00:03:41.90-00:03:45.48,13314-13528,action
P03_09,What did he do with the kitchen towel?,I don't know,00:00:29.35-00:00:30.60,1761-1836,action
P03_09,What all does he fill?,I don't know,00:01:28.98-00:01:33.73,5338-5623,noun
P01_07,What did he do with the cereal?,I don't know,00:00:57.47-00:00:58.79,3448-3527,action
P01_02,What did he do with the counter?,I don't know,00:01:41.30-00:01:48.40,6078-6504,action
P02_04,What all does he wear?,I don't know,00:04:33.24-00:04:33.81,16394-16428,noun
P03_09,What all does he slice?,I don't know,00:02:50.58-00:02:51.84,10234-10310,noun
P01_06,What did he do with the tablecloth?,I don't know,00:05:41.40-00:05:42.22,20484-20533,action
P01_06,What did he do with the liquid?,I don't know,00:05:44.05-00:05:45.00,20643-20700,action
P03_09,What did he do with the plate?,I don't know,00:07:32.84-00:07:37.37,27170-27442,action
P03_09,What did he do with the plate?,I don't know,00:03:09.11-00:03:11.30,11346-11478,action
P02_04,What did he do with the chopping board?,I don't know,00:06:41.48-00:06:47.91,24088-24474,action
P02_04,What all does he close?,I don't know,00:00:43.42-00:00:44.39,2605-2663,noun
P02_04,What did he do with the drawer?,I don't know,00:05:14.46-00:05:17.36,18867-19041,action
P02_04,What did he do with the wooden spoon?,I don't know,00:04:40.20-00:04:44.56,16812-17073,action
P02_01,What all does he pick-up?,I don't know,00:02:07.78-00:02:08.77,7666-7726,noun
P01_06,What all does he dry?,I don't know,00:06:03.00-00:06:03.72,21780-21823,noun
P02_04,What did he do with the lid?,I don't know,00:00:52.95-00:00:53.93,3177-3235,action
P02_01,What did he do with the cereal?,I don't know,00:00:34.74-00:00:36.74,2084-2204,action
P02_04,What did he do with the fridge?,I don't know,00:00:16.30-00:00:18.54,978-1112,action
P01_02,What did he do with the leftover?,I don't know,00:04:22.51-00:04:30.91,15750-16254,action
P01_02,What did he do with the chair?,I don't know,00:04:05.66-00:04:08.95,14739-14937,action
P03_09,What all does he move?,I don't know,00:08:36.53-00:08:41.98,30991-31318,noun
P02_04,What all does he open?,I don't know,00:02:45.88-00:02:48.15,9952-10089,noun
P01_02,What all does he rinse?,I don't know,00:04:09.25-00:04:13.40,14955-15204,noun
P03_09,What did he do with the spatula?,I don't know,00:06:13.98-00:06:14.73,22438-22483,action
P03_02,What did he do with the rubbish?,I don't know,00:00:09.11-00:00:09.78,546-586,action
P03_02,What all does he brush?,I don't know,00:01:57.84-00:01:58.68,7070-7120,noun
P03_09,What did he do with the lid?,I don't know,00:01:42.63-00:01:43.63,6157-6217,action
P03_09,What all does he move?,I don't know,00:03:15.27-00:03:16.97,11716-11818,noun
P02_01,What did he do with the lid?,I don't know,00:00:16.69-00:00:17.33,1001-1039,action
P02_04,What all does he move?,I don't know,00:05:27.34-00:05:28.03,19640-19681,noun
P02_01,What did he do with the coffee pot?,I don't know,00:00:02.31-00:00:04.01,138-240,action
P03_02,What all does he put?,I don't know,00:00:52.30-00:00:53.37,3138-3202,noun
P02_04,What did he do with the mesh strainer?,I don't know,00:03:28.07-00:03:28.76,12484-12525,action
P03_09,What all does he turn-off?,I don't know,00:01:37.23-00:01:37.85,5833-5871,noun
P01_06,What did he do with the rack?,I don't know,00:07:02.00-00:07:23.25,25320-26595,action
P01_04,What did he do with the spoon?,I don't know,00:01:31.07-00:01:38.60,5464-5916,action
P01_07,What did he do with the cereal box?,I don't know,00:00:57.47-00:00:58.79,3448-3527,action
P03_02,What all does he clean?,I don't know,00:05:03.16-00:05:22.17,18189-19330,noun
P02_04,What did he do with the cutlery?,I don't know,00:01:01.17-00:01:04.00,3670-3840,action
P02_04,What did he do with the glass?,I don't know,00:04:34.95-00:04:39.35,16497-16761,action
P02_04,What all does he pick-up?,I don't know,00:00:39.75-00:00:41.32,2385-2479,noun
P03_02,What all does he empty?,I don't know,00:01:32.55-00:01:34.75,5553-5685,noun
P02_01,What did he do with the sink?,I don't know,00:02:23.29-00:02:25.27,8597-8716,action
P01_02,What did he do with the saucepan?,I don't know,00:05:24.25-00:05:27.00,19455-19620,action
P01_02,What all does he drink?,I don't know,00:07:48.46-00:07:50.99,28107-28259,noun
P02_04,What did he do with the pan?,I don't know,00:05:08.23-00:05:09.24,18493-18554,action
P03_09,What did he do with the sink?,I don't know,00:00:06.58-00:00:07.58,394-454,action
P01_06,What did he do with the rack?,I don't know,00:03:30.01-00:03:32.31,12600-12738,action
P01_07,What did he do with the plate?,I don't know,00:00:28.47-00:00:31.64,1708-1898,action
P01_04,What did he do with the hand?,I don't know,00:00:42.17-00:00:44.47,2530-2668,action
P03_02,What did he do with the tap?,I don't know,00:02:02.16-00:02:06.28,7329-7576,action
P01_04,What did he do with the tap?,I don't know,00:00:00.11-00:00:03.04,6-182,action
P03_02,What all does he open?,lid,00:01:46.56-00:01:47.17,6393-6430,noun
P01_06,What all does he hang?,I don't know,00:04:02.41-00:04:03.60,14544-14616,noun
P03_02,What all does he brush?,I don't know,00:00:06.49-00:00:07.18,389-430,noun
P02_01,What all does he walk-to?,I don't know,00:01:54.84-00:01:55.75,6890-6945,noun
P03_09,What did he do with the butter?,I don't know,00:01:16.60-00:01:17.13,4596-4627,action
P01_06,What did he do with the bottle?,I don't know,00:06:48.53-00:06:50.99,24511-24659,action
P01_02,What did he do with the saucepan?,I don't know,00:02:53.74-00:02:55.49,10424-10529,action
P02_01,What did he do with the button?,press,00:02:11.07-00:02:12.06,7864-7923,action
P02_04,What did he do with the cupboard?,I don't know,00:00:11.95-00:00:13.69,717-821,action
P01_02,What did he do with the fork?,I don't know,00:07:43.80-00:07:45.80,27828-27948,action
P01_07,What all does he put-down?,I don't know,00:01:57.70-00:02:00.98,7062-7258,noun
P02_04,What did he do with the fridge?,I don't know,00:03:17.46-00:03:28.14,11847-12488,action
P02_01,What all does he return?,I don't know,00:01:00.25-00:01:01.77,3615-3706,noun
P03_09,What did he do with the liquid?,I don't know,00:05:41.86-00:05:54.36,20511-21261,action
P03_09,What all does he turn-on?,I don't know,00:10:18.82-00:10:21.21,37129-37272,noun
P01_06,What all does he hold?,I don't know,00:02:50.98-00:02:52.27,10258-10336,noun
P03_09,What all does he rinse?,I don't know,00:06:14.83-00:06:15.58,22489-22534,noun
P03_02,What all does he shake?,I don't know,00:05:42.48-00:05:52.23,20548-21133,noun
P03_09,What did he do with the cutlery?,I don't know,00:01:16.60-00:01:17.13,4596-4627,action
P01_03,What did he do with the drawer?,I don't know,00:00:53.06-00:00:55.72,3183-3343,action
P02_04,What all does he squeeze?,I don't know,00:01:15.08-00:01:16.63,4504-4597,noun
P03_09,What all does he rinse?,I don't know,00:10:15.90-00:10:16.47,36954-36988,noun
P03_09,What all does he turn-on?,I don't know,00:03:26.83-00:03:27.58,12409-12454,noun
P01_06,What all does he rinse?,I don't know,00:06:39.99-00:06:46.54,23999-24392,noun
P02_04,What did he do with the drawer?,I don't know,00:06:24.42-00:06:25.44,23065-23126,action
P01_07,What all does he switch-on?,I don't know,00:01:21.01-00:01:23.65,4860-5019,noun
P01_06,What did he do with the pan?,I don't know,00:01:02.00-00:01:04.50,3720-3870,action
P01_04,What did he do with the spoon?,I don't know,00:01:03.51-00:01:07.21,3810-4032,action
P03_09,Where did he put the lid?,I don't know,00:03:17.51-00:03:18.58,11850-11914,interaction2
P01_06,What all does he turn-off?,I don't know,00:06:03.00-00:06:03.72,21780-21823,noun
P01_06,What did he do with the sponge?,I don't know,00:05:41.98-00:05:43.47,20518-20608,action
P01_06,What all does he empty?,I don't know,00:07:26.65-00:07:28.65,26799-26919,noun
P02_04,What did he do with the jar?,I don't know,00:06:50.90-00:06:57.72,24654-25063,action
P01_02,What did he do with the spoon?,I don't know,00:04:16.74-00:04:18.28,15404-15496,action
P03_09,What did he do with the water?,I don't know,00:09:13.60-00:09:16.35,33216-33381,action
P01_03,What did he do with the cereal?,I don't know,00:01:11.27-00:01:12.11,4276-4326,action
P03_02,What all does he take?,I don't know,00:03:03.21-00:03:07.65,10992-11259,noun
P03_02,What did he do with the sandwich?,I don't know,00:04:24.94-00:04:27.49,15896-16049,action
P02_04,What all does he empty?,I don't know,00:04:40.20-00:04:44.56,16812-17073,noun
P03_09,What did he do with the sponge?,I don't know,00:07:32.84-00:07:37.37,27170-27442,action
P01_06,What did he do with the tong?,I don't know,00:02:04.49-00:02:05.39,7469-7523,action
P02_04,What all does he open?,I don't know,00:04:44.25-00:04:45.00,17055-17100,noun
P01_06,What did he do with the hand?,I don't know,00:01:56.17-00:01:57.26,6970-7035,action
P01_02,What did he do with the water?,I don't know,00:05:48.80-00:05:52.30,20928-21138,action
P03_09,What all does he spread?,I don't know,00:03:01.15-00:03:04.65,10869-11079,noun
P02_04,What did he do with the chopping board?,I don't know,00:02:13.38-00:02:16.95,8002-8217,action
P03_02,What all does he grab?,I don't know,00:02:21.24-00:02:26.39,8474-8783,noun
P03_09,What all does he put?,I don't know,00:08:50.97-00:08:52.88,31858-31972,noun
P03_09,What all does he get?,I don't know,00:07:59.56-00:08:01.81,28773-28908,noun
P01_07,What all does he put?,I don't know,00:02:01.92-00:02:02.71,7315-7362,noun
P02_04,What all does he hold?,I don't know,00:04:50.79-00:04:57.81,17447-17868,noun
P02_04,What all does he pick-up?,I don't know,00:02:57.44-00:02:59.16,10646-10749,noun
P02_04,What did he do with the knife?,I don't know,00:00:59.18-00:01:00.05,3550-3603,action
P02_01,What all does he empty?,I don't know,00:01:22.38-00:01:22.93,4942-4975,noun
P02_04,What did he do with the fridge?,I don't know,00:04:47.06-00:04:49.83,17223-17389,action
P02_04,What all does he wear?,I don't know,00:02:45.88-00:02:48.15,9952-10089,noun
P01_04,What all does he wash?,I don't know,00:01:02.30-00:01:02.99,3738-3779,noun
P02_04,What did he do with the knife?,I don't know,00:04:59.19-00:05:03.69,17951-18221,action
P03_09,What did he do with the butter?,I don't know,00:01:38.45-00:01:39.07,5907-5944,action
P03_02,What all does he wash?,I don't know,00:00:12.21-00:00:14.12,732-847,noun
P02_04,What all does he shake?,I don't know,00:02:08.13-00:02:11.62,7687-7897,noun
P01_06,What all does he close?,I don't know,00:05:41.40-00:05:42.22,20484-20533,noun
P01_02,What did he do with the fork?,I don't know,00:00:08.61-00:00:09.28,516-556,action
P01_03,What did he do with the door?,I don't know,00:00:55.68-00:00:57.63,3340-3457,action
P01_07,What did he do with the cereal box?,I don't know,00:00:32.42-00:00:34.33,1945-2059,action
P01_06,What did he do with the tap?,I don't know,00:05:34.88-00:05:38.91,20092-20334,action
P02_01,What did he do with the bag?,I don't know,00:00:36.63-00:00:37.80,2197-2268,action
P01_06,What did he do with the liquid?,I don't know,00:04:04.46-00:04:08.17,14667-14890,action
P03_09,What did he do with the excess butter?,I don't know,00:03:43.28-00:03:57.92,13396-14275,action
P01_06,What did he do with the knife?,put-down,00:01:21.01-00:01:22.27,4860-4936,action
P03_09,What did he do with the food?,I don't know,00:05:00.34-00:05:05.57,18020-18334,action
P02_01,What did he do with the cup?,I don't know,00:00:47.43-00:00:48.21,2845-2892,action
P03_09,What all does he rinse?,I don't know,00:08:57.00-00:09:00.45,32220-32427,noun
P03_09,Where did he put the bowl?,I don't know,00:04:13.29-00:04:15.29,15197-15317,interaction2
P03_09,What all does he get?,I don't know,00:00:55.16-00:00:56.21,3309-3372,noun
P01_06,What did he do with the pan?,I don't know,00:00:32.62-00:00:36.86,1957-2211,action
P01_06,What all does he empty?,I don't know,00:05:38.64-00:05:39.99,20318-20399,noun
P03_09,What all does he wash?,I don't know,00:04:30.16-00:04:32.20,16209-16332,noun
P01_06,What did he do with the glass?,I don't know,00:00:37.33-00:00:40.09,2239-2405,action
P03_09,What did he do with the kitchen towel?,I don't know,00:10:17.28-00:10:18.12,37036-37087,action
P02_04,What all does he drink-from?,I don't know,00:04:39.20-00:04:40.60,16752-16836,noun
P01_02,What did he do with the sponge?,I don't know,00:01:28.08-00:01:29.72,5284-5383,action
P02_04,What did he do with the spoon?,I don't know,00:00:52.95-00:00:53.93,3177-3235,action
P03_09,What all does he move?,I don't know,00:00:15.08-00:00:15.83,904-949,noun
P03_02,What all does he pour?,I don't know,00:00:57.00-00:00:58.07,3420-3484,noun
P03_09,What all does he pour-up?,I don't know,00:03:32.17-00:03:33.83,12730-12829,noun
P03_09,What did he do with the bread?,I don't know,00:09:37.23-00:09:41.22,34633-34873,action
P02_04,What did he do with the glove?,I don't know,00:06:25.37-00:06:33.78,23122-23626,action
