video_id,question_about_action,noun,answer,time,frames
P04_05,What did he do with the chilli flake,flake:chilli,"pour,close,put-away","00:22:58.29-00:23:09.28,00:23:09.30-00:23:10.85,00:23:10.95-00:23:12.78","82697-83356,83358-83451,83457-83566"
P04_05,What did he do with the chopping board,board:chopping,pick-up,00:13:49.01-00:13:51.76,49740-49905
P04_05,What did he do with the creme fraiche,fraiche:creme,"mix,taste,put","00:26:00.78-00:26:07.07,00:26:16.42-00:26:17.00,00:26:27.29-00:26:44.79","93646-94024,94585-94620,95237-96287"
P04_05,What did he do with the cupboard,cupboard,"open,close,open,close,open,open,open,open","00:05:03.08-00:05:04.25,00:05:16.35-00:05:17.35,00:05:27.66-00:05:28.42,00:05:29.97-00:05:30.51,00:18:08.82-00:18:09.87,00:24:40.67-00:24:41.77,00:25:46.83-00:25:48.80,00:26:46.23-00:26:47.50","18184-18255,18981-19041,19659-19705,19798-19830,65329-65392,88840-88906,92809-92928,96373-96450"
P04_05,What did he do with the dishwasher,dishwasher,"open,close,open,close","00:18:50.30-00:18:51.73,00:18:52.70-00:18:55.91,00:18:57.29-00:18:58.36,00:19:03.23-00:19:05.17","67818-67903,67962-68154,68237-68301,68593-68710"
P04_05,What did he do with the dough,dough,"mix,mix,knead,knead,half","00:28:37.20-00:28:42.51,00:28:43.55-00:28:44.68,00:28:43.89-00:28:46.59,00:28:49.26-00:29:04.20,00:29:28.12-00:29:29.83","103032-103350,103413-103480,103433-103595,103755-104652,106087-106189"
P04_05,What did he do with the drawer,drawer,"open,open,close,open,open,open,close,open,close,pull-out,open,open,pull-out,close,open,close,open,open,open,open","00:04:59.08-00:05:00.79,00:12:51.40-00:12:52.72,00:12:53.25-00:12:54.79,00:12:54.89-00:12:56.27,00:13:26.09-00:13:27.55,00:17:09.14-00:17:10.73,00:17:46.92-00:17:48.66,00:18:55.69-00:18:56.57,00:18:56.58-00:18:57.34,00:18:58.22-00:19:00.34,00:21:31.63-00:21:33.00,00:22:39.28-00:22:41.59,00:23:15.57-00:23:16.37,00:23:24.40-00:23:24.97,00:25:11.49-00:25:12.68,00:25:12.99-00:25:13.81,00:25:57.71-00:25:58.97,00:26:08.49-00:26:09.96,00:28:33.93-00:28:35.08,00:33:26.93-00:33:29.19","17944-18047,46284-46363,46395-46487,46493-46576,48365-48453,61748-61843,64015-64119,68141-68194,68194-68240,68293-68420,77497-77580,81556-81695,83734-83782,84264-84298,90689-90760,90779-90828,93462-93538,94109-94197,102835-102904,120415-120551"
P04_05,What did he do with the flour,flour,"pick-up,put-down,measure,put-down","00:27:03.49-00:27:06.27,00:27:07.46-00:27:08.84,00:27:12.51-00:27:25.82,00:27:25.92-00:27:32.20","97409-97576,97647-97730,97950-98749,98755-99132"
P04_05,What did he do with the fork,fork,pick-up,00:01:26.82-00:01:27.98,5209-5278
P04_05,What did he do with the fraiche,fraiche,"pick-up,smell","00:24:30.66-00:24:31.73,00:24:34.69-00:24:36.77","88239-88303,88481-88606"
P04_05,What did he do with the freezer,freezer,"open,put,close,open","00:32:11.20-00:32:12.34,00:33:07.03-00:33:13.98,00:33:22.54-00:33:24.42,00:34:03.71-00:34:04.65","115872-115940,119221-119638,120152-120265,122622-122679"
P04_05,What did he do with the fridge,fridge,"open,open,close,open,open,close","00:04:57.46-00:04:58.52,00:23:13.97-00:23:15.66,00:23:24.96-00:23:26.19,00:24:28.80-00:24:30.63,00:34:00.97-00:34:02.08,00:34:02.74-00:34:03.64","17847-17911,83638-83739,84297-84371,88128-88237,122458-122524,122564-122618"
P04_05,What did he do with the garlic,garlic,"pick-up,put-down,pull-out,put,slice-off,put,slice-off,put,slice-off,put,put,peel,peel,peel,peel,peel,slice,dice,tip,tip","00:05:04.95-00:05:06.95,00:05:19.17-00:05:20.36,00:05:20.45-00:05:26.20,00:05:28.65-00:05:29.90,00:05:31.85-00:05:34.85,00:05:36.98-00:05:38.10,00:05:39.55-00:05:43.30,00:05:45.69-00:05:47.37,00:05:48.79-00:05:52.34,00:05:52.64-00:05:54.03,00:05:54.93-00:05:56.81,00:07:41.44-00:07:50.67,00:07:51.78-00:07:57.08,00:07:58.36-00:08:08.94,00:08:10.09-00:08:19.51,00:08:22.06-00:08:27.10,00:08:58.21-00:09:31.94,00:09:29.34-00:10:22.71,00:15:54.14-00:15:57.76,00:15:59.61-00:16:00.46","18297-18417,19150-19221,19227-19572,19719-19794,19911-20091,20218-20286,20373-20598,20741-20842,20927-21140,21158-21241,21295-21408,27686-28240,28306-28624,28701-29336,29405-29970,30123-30426,32292-34316,34160-37362,57248-57465,57576-57627"
P04_05,What did he do with the garlic bag,bag:garlic,open,00:05:06.00-00:05:14.50,18360-18870
P04_05,What did he do with the ginger,ginger,"pick-up,pick-up,slice,cut,pick-up,halve,slice,tip,dice,slice,tip","00:04:59.47-00:05:00.60,00:11:13.32-00:11:22.34,00:11:28.63-00:11:31.67,00:11:39.00-00:11:56.77,00:11:55.58-00:11:58.07,00:12:00.00-00:12:02.75,00:14:40.35-00:15:31.33,00:15:52.44-00:15:53.69,00:16:02.60-00:16:47.26,00:16:02.63-00:16:12.91,00:21:00.19-00:21:06.69","17968-18036,40399-40940,41317-41500,41940-43006,42934-43084,43200-43365,52821-55879,57146-57221,57756-60435,57757-58374,75611-76001"
P04_05,What did he do with the hand,hand,"rinse,dry,rub,wash","00:10:47.41-00:10:51.43,00:10:50.83-00:10:56.70,00:29:33.36-00:29:36.33,00:29:51.15-00:30:02.46","38844-39085,39049-39402,106401-106579,107469-108147"
P04_05,What did he do with the hob,hob,"turn-off,turn-off,turn-down,turn-down,turn-down,turn-on,turn-off","00:01:30.97-00:01:34.82,00:04:46.31-00:04:49.61,00:06:45.09-00:06:49.34,00:07:09.41-00:07:12.35,00:13:41.66-00:13:44.70,00:24:42.97-00:24:53.26,00:30:58.31-00:31:01.16","5458-5689,17178-17376,24305-24560,25764-25941,49299-49482,88978-89595,111498-111669"
P04_05,What did he do with the knife,knife,"wipe,scrape-off,wipe-off,wipe-off,stir,scrape,wipe","00:11:22.17-00:11:28.06,00:13:57.67-00:13:59.20,00:15:56.70-00:15:59.55,00:16:47.79-00:16:49.44,00:16:50.77-00:16:56.49,00:21:07.04-00:21:07.79,00:24:25.53-00:24:26.89","40930-41283,50260-50352,57402-57573,60467-60566,60646-60989,76022-76067,87931-88013"
P04_05,What did he do with the measuring jug,jug:measuring,pull-out,00:25:48.68-00:25:51.00,92920-93060
P04_05,What did he do with the measuring scale,scale:measuring,"pick-out,put-down","00:26:10.04-00:26:12.43,00:26:12.52-00:26:15.00","94202-94345,94351-94500"
P04_05,What did he do with the new packet,packet:new,pick-up,00:12:58.33-00:12:59.93,46699-46795
P04_05,What did he do with the oil,oil,"pick-up,pour,pick-up,pour,put-down,pick-up,pour,pour,pick-up,pour,pour","00:02:01.21-00:02:02.27,00:02:02.71-00:02:04.58,00:08:43.78-00:08:44.62,00:08:45.18-00:08:46.94,00:08:47.28-00:08:49.06,00:13:03.23-00:13:04.68,00:13:04.26-00:13:05.77,00:20:29.98-00:20:31.69,00:20:52.72-00:20:53.69,00:20:54.11-00:20:56.45,00:30:45.63-00:30:47.72","7272-7336,7362-7474,31426-31477,31510-31616,31636-31743,46993-47080,47055-47146,73798-73901,75163-75221,75246-75387,110737-110863"
P04_05,What did he do with the onion,onion,"peel,dice,pick-up,dice,pick-up,pick-up,pick-up,stir,stir,stir,stir,tip,pick-up,stir,stir,stir,stir","00:00:39.99-00:00:43.41,00:00:45.19-00:00:50.52,00:00:51.10-00:00:52.60,00:02:06.53-00:02:28.42,00:07:02.59-00:07:03.82,00:07:05.41-00:07:06.48,00:07:12.71-00:07:15.84,00:07:31.88-00:07:33.64,00:08:49.77-00:08:52.56,00:10:29.39-00:10:32.55,00:12:10.65-00:12:12.61,00:13:52.94-00:13:57.36,00:14:07.15-00:14:10.87,00:14:11.59-00:14:13.60,00:15:31.43-00:15:38.13,00:15:39.59-00:15:45.34,00:25:18.82-00:25:24.28","2399-2604,2711-3031,3066-3156,7591-8905,25355-25429,25524-25588,25962-26150,27112-27218,31786-31953,37763-37953,43839-43956,49976-50241,50829-51052,51095-51216,55885-56287,56375-56720,91129-91456"
P04_05,What did he do with the onion peeling,peeling:onion,"pick-up,pick-up","00:00:36.26-00:00:38.59,00:02:27.91-00:02:37.30","2175-2315,8874-9438"
P04_05,What did he do with the packet,packet,"close,snip,open","00:13:17.36-00:13:22.97,00:21:34.39-00:21:39.14,00:23:17.67-00:23:23.73","47841-48178,77663-77948,83860-84223"
P04_05,What did he do with the pan,pan,"pick-up,pick-up,put-down,pick-up,put-down,put-in,put-in,put-in,remove,stir,put-in,stir,stir,stir,stir,stir,stir,stir,tip-in,stir,stir,stir,put-in,put,put-in,stir,stir,stir,stir,stir,put-down,stir,stir","00:01:35.48-00:01:39.51,00:01:54.22-00:01:56.21,00:01:59.75-00:02:01.12,00:06:49.64-00:06:50.71,00:06:59.66-00:07:01.33,00:07:03.86-00:07:04.95,00:07:06.82-00:07:07.52,00:07:15.62-00:07:17.10,00:13:39.69-00:13:41.21,00:14:04.18-00:14:07.14,00:14:25.87-00:14:28.11,00:14:28.00-00:14:36.93,00:17:57.49-00:18:05.55,00:18:24.07-00:18:26.65,00:18:41.25-00:18:45.47,00:20:26.43-00:20:28.90,00:20:33.59-00:20:45.42,00:20:50.52-00:20:53.17,00:21:07.93-00:21:09.23,00:21:11.08-00:21:17.89,00:21:47.97-00:21:51.74,00:22:09.10-00:22:30.48,00:24:23.11-00:24:25.43,00:24:28.10-00:24:28.85,00:25:26.47-00:25:27.26,00:30:41.58-00:30:44.71,00:30:42.29-00:30:44.66,00:30:48.91-00:30:51.69,00:31:29.36-00:31:34.35,00:31:37.85-00:31:43.30,00:31:51.75-00:31:52.31,00:31:53.39-00:31:57.33,00:32:46.39-00:32:53.03","5728-5970,6853-6972,7185-7267,24578-24642,25179-25279,25431-25497,25609-25651,26137-26226,49181-49272,50650-50828,51952-52086,52080-52615,64649-65133,66244-66399,67275-67528,73585-73734,74015-74725,75031-75190,76075-76153,76264-76673,78478-78704,79746-81028,87786-87925,88086-88131,91588-91635,110494-110682,110537-110679,110934-111101,113361-113661,113871-114198,114705-114738,114803-115039,117983-118381"
P04_05,What did he do with the paneer,paneer,"turn,turn,turn,pick-up,stir,put,tip-out,pour,taste,pick-up,put-down,move","00:00:54.57-00:01:24.57,00:02:40.51-00:03:12.37,00:03:32.76-00:03:39.02,00:03:39.78-00:03:43.05,00:06:16.45-00:06:24.20,00:06:22.53-00:06:31.03,00:06:51.40-00:06:53.97,00:06:54.55-00:06:59.54,00:10:41.47-00:10:47.37,00:12:29.48-00:12:35.64,00:12:35.47-00:12:37.18,00:27:58.53-00:28:01.68","3274-5074,9630-11542,12765-13141,13186-13383,22587-23052,22951-23461,24684-24838,24873-25172,38488-38842,44968-45338,45328-45430,100711-100900"
P04_05,What did he do with the passata,passata,"open,open,tip","00:21:19.40-00:21:28.67,00:21:43.63-00:21:45.55,00:21:51.67-00:21:59.23","76764-77320,78217-78333,78700-79153"
P04_05,What did he do with the pasta,pasta,pick-up,00:27:39.06-00:27:41.45,99543-99687
P04_05,What did he do with the patty,patty,put-away,00:34:16.86-00:34:28.42,123411-124105
P04_05,What did he do with the pea,pea,"pour-out,tip,tip","00:32:21.92-00:32:29.45,00:32:22.16-00:32:45.00,00:32:52.80-00:33:01.87","116515-116967,116529-117900,118368-118912"
P04_05,What did he do with the peeling,peeling,put,00:00:40.13-00:00:44.43,2407-2665
P04_05,What did he do with the pith,pith,"remove,remove","00:23:35.00-00:23:44.45,00:23:45.82-00:23:59.15","84900-85467,85549-86349"
P04_05,What did he do with the potato,potato,"test,drain,put-down,drain,pick-up,put,turn,stir,stir,stir,stir,stir,stir,stir,stir,test,tip,pick-up,eat,put,stir","00:01:28.08-00:01:29.71,00:01:39.42-00:01:43.42,00:01:44.74-00:01:46.01,00:01:56.31-00:01:58.86,00:03:13.66-00:03:15.33,00:03:17.68-00:03:19.43,00:04:38.62-00:04:46.54,00:06:12.84-00:06:16.10,00:06:40.99-00:06:44.99,00:07:22.84-00:07:27.24,00:08:35.39-00:08:43.81,00:08:52.33-00:08:57.40,00:10:22.36-00:10:29.56,00:10:56.92-00:11:05.39,00:12:06.78-00:12:10.28,00:12:12.68-00:12:27.69,00:12:38.38-00:12:42.88,00:18:27.73-00:18:29.31,00:18:31.42-00:18:34.75,00:22:05.80-00:22:08.18,00:29:37.37-00:29:45.36","5284-5382,5965-6205,6284-6360,6978-7131,11619-11719,11860-11965,16717-17192,22370-22566,24059-24299,26570-26834,30923-31428,31939-32244,37341-37773,39415-39923,43606-43816,43960-44861,45502-45772,66463-66558,66685-66885,79548-79690,106642-107121"
P04_05,What did he do with the salt,salt,"pick-up,measure,measure,mix","00:20:17.15-00:20:19.31,00:20:21.51-00:20:24.83,00:28:15.04-00:28:18.24,00:28:21.26-00:28:29.10","73029-73158,73290-73489,101702-101894,102075-102546"
P04_05,What did he do with the sandwich bag,bag:sandwich,"pick-up,close,pick-up","00:33:28.47-00:33:31.81,00:33:49.88-00:33:53.15,00:34:09.14-00:34:16.95","120508-120708,121792-121989,122948-123416"
P04_05,What did he do with the saucepan,saucepan,"pick-up,put-down","00:03:20.14-00:03:21.38,00:03:21.41-00:03:23.00","12008-12082,12084-12180"
P04_05,What did he do with the scale,scale,"move,put-away","00:28:29.00-00:28:30.71,00:28:35.13-00:28:36.28","102540-102642,102907-102976"
P04_05,What did he do with the scissors,scissors,"pull-out,put-down","00:21:33.32-00:21:34.54,00:21:41.23-00:21:42.64","77599-77672,78073-78158"
P04_05,What did he do with the shreddies,shreddies,"pick-up,put-down","00:26:48.20-00:26:51.46,00:26:52.32-00:26:53.59","96492-96687,96739-96815"
P04_05,What did he do with the side,side,chop,00:08:30.42-00:08:32.40,30625-30744
P04_05,What did he do with the sieve,sieve,pick-up,00:01:50.76-00:01:52.52,6645-6751
P04_05,What did he do with the spatula,spatula,"put-down,put-down,pick-up,pick-up,put-down,wipe","00:01:24.93-00:01:25.86,00:03:12.47-00:03:13.45,00:03:31.59-00:03:32.21,00:06:39.00-00:06:40.25,00:06:45.09-00:06:45.59,00:25:17.01-00:25:18.45","5095-5151,11548-11607,12695-12732,23940-24015,24305-24335,91020-91107"
P04_05,What did he do with the spice,spice,"pick-up,look-for,look-for,put-down,open,spoon,pick-up,spoon,measure,measure,look-for,measure,measure,measure","00:17:10.01-00:17:31.35,00:17:32.61-00:17:40.26,00:17:40.96-00:17:47.43,00:17:49.22-00:17:52.67,00:19:28.36-00:19:32.11,00:19:32.50-00:19:35.16,00:19:40.19-00:19:41.83,00:19:42.50-00:19:46.98,00:19:43.03-00:19:47.14,00:19:45.34-00:19:47.13,00:22:42.68-00:22:55.51,00:30:14.99-00:30:17.65,00:30:24.63-00:30:27.23,00:30:35.82-00:30:36.55","61800-63080,63156-63615,63657-64045,64153-64360,70101-70326,70350-70509,70811-70909,70950-71218,70981-71228,71120-71227,81760-82530,108899-109059,109477-109633,110149-110193"
P04_05,What did he do with the spoon,spoon,"pick-up,rinse,wash,dry,pull-out,pick-up,clean","00:19:00.79-00:19:02.33,00:19:05.67-00:19:10.79,00:19:10.89-00:19:13.60,00:19:15.31-00:19:23.78,00:25:58.90-00:26:00.70,00:27:34.66-00:27:35.83,00:27:51.64-00:27:56.26","68447-68539,68740-69047,69053-69216,69318-69826,93534-93642,99279-99349,100298-100575"
P04_05,What did he do with the temperature,temperature,change,00:31:57.04-00:32:02.51,115022-115350
P04_05,What did he do with the tin,tin,"open,tip-out,tip-out","00:31:06.86-00:31:25.58,00:31:34.45-00:31:37.08,00:31:43.73-00:31:44.73","112011-113134,113667-113824,114223-114283"
P04_05,What did he do with the toast,toast,stir,00:24:53.11-00:25:05.87,89586-90352
P04_05,What did he do with the tomato,tomato,"pull-out,put-down","00:18:12.22-00:18:15.31,00:18:17.44-00:18:21.05","65533-65718,65846-66063"
P04_05,What did he do with the tray,tray,pour-out,00:33:15.17-00:33:22.27,119710-120136
P04_05,What did he do with the tuna patty,patty:tuna,"put,put","00:33:33.35-00:33:49.88,00:34:06.58-00:34:07.87","120801-121792,122794-122872"
P04_05,What did he do with the vegetable peeling,peeling:vegetable,pick-up,00:25:29.06-00:25:40.18,91743-92410
P04_05,What did he do with the wok,wok,move,00:00:51.98-00:00:53.90,3118-3234
P04_06,What did he do with the bag,bag,"put-in,close,pick-up,close","00:00:01.99-00:00:02.66,00:00:05.05-00:00:11.86,00:00:18.05-00:00:20.59,00:00:46.00-00:00:48.49","119-159,303-711,1083-1235,2760-2909"
P04_06,What did he do with the box,box,"put-in,close,put,pick-up,open,close,put","00:02:35.91-00:02:37.35,00:02:38.91-00:02:41.25,00:02:42.11-00:02:44.61,00:04:05.63-00:04:08.79,00:04:09.72-00:04:10.72,00:04:16.12-00:04:17.59,00:04:18.33-00:04:20.33","9354-9441,9534-9675,9726-9876,14737-14927,14983-15043,15367-15455,15499-15619"
P04_06,What did he do with the bread,bread,"roll,roll,roll,put,roll,roll,turn,pick-up,pick-up,flip,flip,flip,flip,rearrange,clip,clip,clip,put,put,put","00:02:28.01-00:02:33.01,00:02:45.96-00:03:04.56,00:02:57.59-00:03:12.94,00:03:16.76-00:03:18.01,00:03:26.02-00:03:36.03,00:03:33.00-00:03:35.77,00:03:36.13-00:03:43.20,00:03:52.57-00:03:55.41,00:05:43.42-00:05:45.67,00:07:07.93-00:07:15.68,00:09:32.32-00:09:39.24,00:10:24.21-00:10:30.34,00:10:29.52-00:10:32.21,00:10:32.31-00:10:36.27,00:11:32.59-00:11:34.13,00:11:34.91-00:11:40.70,00:12:11.85-00:12:14.58,00:12:18.42-00:12:21.76,00:12:50.41-00:12:53.89,00:12:53.97-00:12:57.88","8880-9180,9957-11073,10655-11576,11805-11880,12361-12961,12780-12946,12967-13392,13954-14124,20605-20740,25675-26140,34339-34754,37452-37820,37771-37932,37938-38176,41555-41647,41694-42042,43911-44074,44305-44505,46224-46433,46438-46672"
P04_06,What did he do with the butter,butter,"pick-up,spread,spread,spread,spread","00:11:48.05-00:11:49.39,00:11:58.38-00:12:19.72,00:12:00.00-00:12:11.58,00:12:14.39-00:12:19.57,00:12:21.86-00:12:36.21","42483-42563,43102-44383,43200-43894,44063-44374,44511-45372"
P04_06,What did he do with the clip,clip,pick-up,00:06:17.98-00:06:18.89,22678-22733
P04_06,What did he do with the creme fraiche,fraiche:creme,"put,put","00:05:48.94-00:05:52.92,00:06:32.75-00:06:38.76","20936-21175,23565-23925"
P04_06,What did he do with the cupboard,cupboard,"open,put-in,put-in,open","00:02:11.40-00:02:13.03,00:05:36.12-00:05:38.10,00:05:39.57-00:05:41.32,00:09:53.63-00:09:55.36","7884-7981,20167-20286,20374-20479,35617-35721"
P04_06,What did he do with the dough,dough,"squeeze,roll,put","00:03:57.09-00:04:02.23,00:04:22.68-00:04:43.43,00:04:44.28-00:04:45.78","14225-14533,15760-17005,17056-17146"
P04_06,What did he do with the drawer,drawer,"open,open","00:00:17.12-00:00:17.94,00:11:54.37-00:11:55.33","1027-1076,42862-42919"
P04_06,What did he do with the extractor fan,fan:extractor,turn-off,00:12:43.74-00:12:45.66,45824-45939
P04_06,What did he do with the flour,flour,"move,pick-up,sprinkle,sprinkle","00:02:33.36-00:02:35.93,00:04:11.00-00:04:12.30,00:04:12.40-00:04:13.52,00:04:14.84-00:04:16.10","9201-9355,15060-15138,15144-15211,15290-15366"
P04_06,What did he do with the freezer,freezer,"open,put-in,open,put-in,close","00:00:11.91-00:00:13.38,00:00:13.93-00:00:15.54,00:00:47.04-00:00:47.61,00:00:50.13-00:00:53.23,00:00:53.56-00:00:54.62","714-802,835-932,2822-2856,3007-3193,3213-3277"
P04_06,What did he do with the fridge,fridge,"open,put-in,open","00:01:16.57-00:01:17.21,00:05:13.38-00:05:14.63,00:11:47.04-00:11:48.04","4594-4632,18802-18877,42422-42482"
P04_06,What did he do with the hand,hand,wash,00:05:15.90-00:05:25.71,18954-19542
P04_06,What did he do with the hob,hob,"turn-on,turn-on,turn-up,turn-off,turn-off,turn-off","00:01:09.25-00:01:11.51,00:02:16.72-00:02:19.33,00:07:41.98-00:07:45.48,00:10:38.20-00:10:41.08,00:10:40.75-00:10:42.84,00:13:00.22-00:13:07.45","4155-4290,8203-8359,27718-27928,38292-38464,38445-38570,46813-47247"
P04_06,What did he do with the kitchen roll,roll:kitchen,put,00:06:04.65-00:06:07.59,21879-22055
P04_06,What did he do with the knife,knife,"pick-up,wash,sharpen,sharpen,put-away,pick-up","00:07:51.02-00:07:52.72,00:07:52.82-00:08:10.43,00:08:23.14-00:08:31.41,00:08:31.51-00:08:56.76,00:09:15.13-00:09:17.23,00:11:55.24-00:11:57.44","28261-28363,28369-29425,30188-30684,30690-32205,33307-33433,42914-43046"
P04_06,What did he do with the pan,pan,"stir,stir,stir,stir,pick-up,put-down,put-in,stir,stir,stir,stir,stir,put-in,stir,turn-off","00:00:57.90-00:01:02.15,00:01:13.35-00:01:18.75,00:01:16.11-00:01:18.83,00:01:58.16-00:02:04.34,00:02:13.28-00:02:14.94,00:02:15.48-00:02:18.12,00:05:03.58-00:05:04.33,00:06:24.46-00:06:30.05,00:06:47.83-00:07:05.33,00:07:17.28-00:07:21.53,00:07:22.13-00:07:34.88,00:09:18.12-00:09:28.00,00:09:31.44-00:09:38.99,00:10:42.72-00:10:50.18,00:11:51.35-00:11:53.26","3474-3729,4401-4725,4566-4729,7089-7460,7996-8096,8128-8287,18214-18259,23067-23403,24469-25519,26236-26491,26527-27292,33487-34080,34286-34739,38563-39010,42681-42795"
P04_06,What did he do with the paneer,paneer,put,00:05:57.00-00:06:03.41,21420-21804
P04_06,What did he do with the patty,patty,pick-up,00:00:00.94-00:00:01.96,56-117
P04_06,What did he do with the plate,plate,"pick-up,rinse,dry","00:06:09.28-00:06:10.05,00:06:10.15-00:06:12.12,00:06:13.18-00:06:15.43","22156-22203,22209-22327,22390-22525"
P04_06,What did he do with the potato,potato,pick-up,00:05:33.52-00:05:34.33,20011-20059
P04_06,What did he do with the potato curry,curry:potato,serve,00:10:00.38-00:10:17.85,36022-37071
P04_06,What did he do with the saag paneer,paneer:saag,"serve,serve","00:10:54.27-00:11:09.77,00:11:11.96-00:11:29.88","39256-40186,40317-41392"
P04_06,What did he do with the sharpener,sharpener,"pick-up,put-away,test","00:08:20.13-00:08:23.04,00:08:57.24-00:08:59.98,00:09:00.59-00:09:15.03","30007-30182,32234-32398,32435-33301"
P04_06,What did he do with the shreddies,shreddies,pick-up,00:05:38.41-00:05:39.22,20304-20353
P04_06,What did he do with the sink,sink,put-in,00:00:56.01-00:00:57.59,3360-3455
P04_06,What did he do with the spatula,spatula,put-down,00:12:58.11-00:12:59.92,46686-46795
P04_06,What did he do with the spice,spice,measure,00:01:06.75-00:01:09.45,4005-4167
P04_06,What did he do with the spinach,spinach,"pick-up,open,put,stir,pick-up,put,pick-up,pick-up","00:01:31.53-00:01:36.08,00:01:41.95-00:01:43.74,00:01:44.18-00:01:54.88,00:04:46.88-00:05:01.63,00:05:01.73-00:05:03.48,00:05:08.65-00:05:09.51,00:05:11.05-00:05:12.08,00:09:28.35-00:09:31.48","5491-5764,6117-6224,6250-6892,17212-18097,18103-18208,18519-18570,18663-18724,34101-34288"
P04_06,What did he do with the spoon,spoon,pick-up,00:09:57.62-00:09:59.25,35857-35955
P04_06,What did he do with the tamagoyaki,tamagoyaki,put,00:00:25.13-00:00:46.08,1507-2764
P04_06,What did he do with the tray,tray,pick-up,00:00:54.70-00:00:55.95,3282-3357
P04_07,What did he do with the bin,bin,"open,put-in","00:01:38.95-00:01:39.63,00:01:39.70-00:01:40.23","5937-5977,5982-6013"
P04_07,What did he do with the butter,butter,put,00:00:06.02-00:00:07.42,361-445
P04_07,What did he do with the content,content,pour,00:00:21.05-00:00:30.19,1263-1811
P04_07,What did he do with the counter,counter,wipe,00:01:22.80-00:01:26.46,4968-5187
P04_07,What did he do with the cupboard,cupboard,"open,open","00:00:08.05-00:00:08.87,00:00:48.66-00:00:49.41","483-532,2919-2964"
P04_07,What did he do with the drawer,drawer,open,00:01:47.26-00:01:49.15,6435-6549
P04_07,What did he do with the food,food,"pour,pick-up","00:00:56.16-00:01:13.13,00:01:13.23-00:01:20.44","3369-4387,4393-4826"
P04_07,What did he do with the fridge,fridge,"open,open","00:00:04.56-00:00:06.71,00:00:42.43-00:00:43.46","273-402,2545-2607"
P04_07,What did he do with the kitchen roll,roll:kitchen,pour,00:01:20.37-00:01:22.88,4822-4972
P04_07,What did he do with the lid,lid,"pick-up,put","00:00:00.14-00:00:01.95,00:00:02.05-00:00:04.06","8-117,122-243"
P04_07,What did he do with the pan,pan,"take,pick-up","00:00:19.13-00:00:21.08,00:00:54.71-00:00:56.21","1147-1264,3282-3372"
P04_07,What did he do with the spatula,spatula,scrape,00:00:30.38-00:00:35.92,1822-2155
P04_07,What did he do with the spice,spice,"pick-up,put-away","00:01:41.90-00:01:46.28,00:01:48.97-00:01:58.29","6114-6376,6538-7097"
P04_07,What did he do with the tupperware,tupperware,"pick-up,open,close,put,pick-up,open,put-in,close,put","00:00:09.66-00:00:13.42,00:00:15.20-00:00:19.03,00:00:37.86-00:00:42.36,00:00:43.48-00:00:48.02,00:00:49.53-00:00:51.36,00:00:51.46-00:00:54.15,00:01:18.22-00:01:20.21,00:01:26.93-00:01:30.14,00:01:31.82-00:01:36.54","579-805,912-1141,2271-2541,2608-2881,2971-3081,3087-3249,4693-4812,5215-5408,5509-5792"
P04_08,What did he do with the baking powder,powder:baking,pick-up,00:00:01.30-00:00:03.06,78-183
P04_08,What did he do with the bowl,bowl,"pick-up,put-down,spoon,pick-up","00:00:10.52-00:00:11.83,00:00:11.83-00:00:13.84,00:01:01.10-00:01:10.37,00:01:20.24-00:01:21.57","631-709,709-830,3666-4222,4814-4894"
P04_08,What did he do with the cereal,cereal,"pour,put","00:00:18.48-00:00:38.62,00:00:39.91-00:00:42.44","1108-2317,2394-2546"
P04_08,What did he do with the cupboard,cupboard,put-in,00:00:02.14-00:00:06.85,128-411
P04_08,What did he do with the dishwasher,dishwasher,open,00:00:07.02-00:00:08.19,421-491
P04_08,What did he do with the drawer,drawer,"pull,open","00:00:08.73-00:00:10.67,00:00:55.95-00:00:57.60","523-640,3357-3456"
P04_08,What did he do with the fridge,fridge,"open,open","00:00:52.55-00:00:53.65,00:01:12.69-00:01:14.24","3153-3219,4361-4454"
P04_08,What did he do with the raisin,raisin,"pick-up,pour,put-away","00:00:43.34-00:00:45.54,00:00:44.80-00:00:49.45,00:00:49.51-00:00:51.65","2600-2732,2688-2967,2970-3099"
P04_08,What did he do with the shreddies,shreddies,pick-up,00:00:15.13-00:00:17.65,907-1059
P04_08,What did he do with the spoon,spoon,pick-up,00:00:57.69-00:00:58.86,3461-3531
P04_08,What did he do with the yoghurt,yoghurt,"pick-up,put","00:00:53.75-00:00:55.27,00:01:14.34-00:01:18.52","3225-3316,4460-4711"
P04_09,What did he do with the bowl,bowl,put,00:00:38.74-00:00:46.81,2324-2808
P04_09,What did he do with the chopping board,board:chopping,"scrape,wash-up,wash,wash,dry","00:03:39.83-00:03:46.67,00:03:52.39-00:04:01.78,00:04:02.57-00:04:12.80,00:04:47.57-00:05:34.37,00:05:36.53-00:05:46.70","13189-13600,13943-14506,14554-15168,17254-20062,20191-20802"
P04_09,What did he do with the counter,counter,clean,00:05:50.19-00:05:57.50,21011-21450
P04_09,What did he do with the cupboard,cupboard,"open,put-in,put-in,put-in","00:00:51.77-00:00:52.58,00:01:20.46-00:01:21.87,00:01:27.56-00:01:29.06,00:01:31.44-00:01:32.50","3106-3154,4827-4912,5253-5343,5486-5550"
