video_id,question_about_action,noun,answer,time
P04_07,What did he do with the counter,counter,wipe,00:01:22.80-00:01:26.46
P04_07,What did he do with the cupboard,cupboard,"open,open","00:00:08.05-00:00:08.87,00:00:48.66-00:00:49.41"
P04_07,What did he do with the drawer,drawer,open,00:01:47.26-00:01:49.15
P04_07,What did he do with the food,food,"pour,pick-up","00:00:56.16-00:01:13.13,00:01:13.23-00:01:20.44"
P04_07,What did he do with the fridge,fridge,"open,open","00:00:04.56-00:00:06.71,00:00:42.43-00:00:43.46"
P04_07,What did he do with the kitchen roll,roll:kitchen,pour,00:01:20.37-00:01:22.88
P04_07,What did he do with the lid,lid,"pick-up,put","00:00:00.14-00:00:01.95,00:00:02.05-00:00:04.06"
P04_07,What did he do with the pan,pan,"take,pick-up","00:00:19.13-00:00:21.08,00:00:54.71-00:00:56.21"
P04_07,What did he do with the spatula,spatula,scrape,00:00:30.38-00:00:35.92
P04_07,What did he do with the spice,spice,"pick-up,put-away","00:01:41.90-00:01:46.28,00:01:48.97-00:01:58.29"
P04_07,What did he do with the tupperware,tupperware,"pick-up,open,close,put,pick-up,open,put-in,close,put","00:00:09.66-00:00:13.42,00:00:15.20-00:00:19.03,00:00:37.86-00:00:42.36,00:00:43.48-00:00:48.02,00:00:49.53-00:00:51.36,00:00:51.46-00:00:54.15,00:01:18.22-00:01:20.21,00:01:26.93-00:01:30.14,00:01:31.82-00:01:36.54"
P04_08,What did he do with the baking powder,powder:baking,pick-up,00:00:01.30-00:00:03.06
P04_08,What did he do with the bowl,bowl,"pick-up,put-down,spoon,pick-up","00:00:10.52-00:00:11.83,00:00:11.83-00:00:13.84,00:01:01.10-00:01:10.37,00:01:20.24-00:01:21.57"
P04_08,What did he do with the cereal,cereal,"pour,put","00:00:18.48-00:00:38.62,00:00:39.91-00:00:42.44"
P04_08,What did he do with the cupboard,cupboard,put-in,00:00:02.14-00:00:06.85
P04_08,What did he do with the dishwasher,dishwasher,open,00:00:07.02-00:00:08.19
P04_08,What did he do with the drawer,drawer,"pull,open","00:00:08.73-00:00:10.67,00:00:55.95-00:00:57.60"
P04_08,What did he do with the fridge,fridge,"open,open","00:00:52.55-00:00:53.65,00:01:12.69-00:01:14.24"
P04_08,What did he do with the raisin,raisin,"pick-up,pour,put-away","00:00:43.34-00:00:45.54,00:00:44.80-00:00:49.45,00:00:49.51-00:00:51.65"
P04_08,What did he do with the shreddies,shreddies,pick-up,00:00:15.13-00:00:17.65
P04_08,What did he do with the spoon,spoon,pick-up,00:00:57.69-00:00:58.86
P04_08,What did he do with the yoghurt,yoghurt,"pick-up,put","00:00:53.75-00:00:55.27,00:01:14.34-00:01:18.52"
P04_09,What did he do with the bowl,bowl,put,00:00:38.74-00:00:46.81
P04_09,What did he do with the chopping board,board:chopping,"scrape,wash-up,wash,wash,dry","00:03:39.83-00:03:46.67,00:03:52.39-00:04:01.78,00:04:02.57-00:04:12.80,00:04:47.57-00:05:34.37,00:05:36.53-00:05:46.70"
P04_09,What did he do with the counter,counter,clean,00:05:50.19-00:05:57.50
P04_09,What did he do with the cupboard,cupboard,"open,put-in,put-in,put-in","00:00:51.77-00:00:52.58,00:01:20.46-00:01:21.87,00:01:27.56-00:01:29.06,00:01:31.44-00:01:32.50"
P04_09,What did he do with the cutlery,cutlery,"pick-up,put","00:01:45.48-00:01:46.43,00:01:47.32-00:02:22.64"
P04_09,What did he do with the dishwasher,dishwasher,"empty,empty,load,load,load","00:00:04.85-00:00:18.92,00:00:19.02-00:00:38.64,00:02:25.78-00:02:35.36,00:02:32.13-00:02:49.94,00:03:01.27-00:03:33.97"
P04_09,What did he do with the drawer,drawer,put-in,00:01:24.55-00:01:25.06
P04_09,What did he do with the floor,floor,dry,00:01:34.01-00:01:37.10
P04_09,What did he do with the lid,lid,pick-up,00:01:39.52-00:01:40.88
P04_09,What did he do with the measuring jug,jug:measuring,wash,00:06:13.99-00:06:29.50
P04_09,What did he do with the mug,mug,pick-up,00:01:18.32-00:01:19.63
P04_09,What did he do with the pan,pan,put-away,00:00:52.52-00:00:55.50
P04_09,What did he do with the plate,plate,"pick-up,pick-up","00:01:25.39-00:01:26.93,00:01:29.97-00:01:30.77"
P04_09,What did he do with the rice,rice,"pick-up,dry","00:00:56.18-00:00:57.04,00:00:58.71-00:01:01.70"
P04_09,What did he do with the rice cooker,cooker:rice,"put-in,put-on","00:01:02.34-00:01:04.15,00:01:41.95-00:01:42.64"
P04_09,What did he do with the spatula,spatula,pick-up,00:01:22.15-00:01:23.40
P04_09,What did he do with the sushi mat,mat:sushi,"pick-up,put-away","00:00:02.59-00:00:03.73,00:00:03.05-00:00:04.78"
P04_09,What did he do with the tupperware,tupperware,"pick-up,put","00:01:05.59-00:01:06.77,00:01:10.35-00:01:12.85"
P04_10,What did he do with the bag,bag,"pick-up,open,close,put,throw","00:11:48.36-00:11:55.39,00:11:59.33-00:12:01.11,00:12:19.87-00:12:27.18,00:12:27.28-00:12:31.79,00:12:47.26-00:12:52.20"
P04_10,What did he do with the bin,bin,put-in,00:13:32.33-00:13:34.56
P04_10,What did he do with the celery,celery,"pick-up,pick-up,pull,chop-off,put,slice,put,slice,slice,put","00:05:29.64-00:05:34.08,00:08:53.92-00:08:57.25,00:08:57.29-00:09:06.04,00:09:06.74-00:09:19.02,00:09:18.29-00:09:22.10,00:09:22.20-00:09:46.60,00:09:48.56-00:09:51.81,00:10:53.03-00:11:07.78,00:11:13.91-00:11:48.77,00:12:01.22-00:12:19.77"
P04_10,What did he do with the chicken,chicken,"pick-up,put","00:03:18.35-00:03:19.86,00:18:14.75-00:18:20.84"
P04_10,What did he do with the chicken packet,packet:chicken,cut,00:13:42.53-00:13:47.87
P04_10,What did he do with the chicken thigh,thigh:chicken,"pick-up,cut,pick-up,trim,cut,trim,cut,trim,cut","00:13:48.11-00:13:49.73,00:13:57.73-00:14:06.06,00:14:16.17-00:14:18.03,00:14:18.87-00:14:21.76,00:14:29.49-00:14:47.34,00:14:49.01-00:15:10.90,00:15:10.02-00:15:17.54,00:15:17.64-00:16:51.80,00:17:33.63-00:17:59.45"
P04_10,What did he do with the container,container,wash,00:18:29.91-00:18:36.54
P04_10,What did he do with the cupboard,cupboard,"open,open,open,open","00:03:29.00-00:03:29.92,00:05:04.61-00:05:06.61,00:05:27.56-00:05:30.54,00:12:52.81-00:12:54.40"
P04_10,What did he do with the dishwasher,dishwasher,put-in,00:00:03.70-00:00:06.42
P04_10,What did he do with the drawer,drawer,"open,open,open,open,close,open,open","00:05:06.87-00:05:07.73,00:05:20.04-00:05:21.35,00:05:36.09-00:05:38.20,00:05:38.49-00:05:39.39,00:05:44.55-00:05:45.35,00:11:48.68-00:11:50.45,00:13:34.67-00:13:35.90"
P04_10,What did he do with the fridge,fridge,close,00:05:45.34-00:05:47.29
P04_10,What did he do with the hand,hand,"wash,dry","00:18:38.12-00:18:49.51,00:18:50.53-00:18:51.69"
P04_10,What did he do with the hob,hob,"turn-on,turn-up","00:03:15.54-00:03:18.76,00:03:20.05-00:03:24.15"
P04_10,What did he do with the kettle,kettle,"pick-up,fill-up,turn-on,turn-on","00:13:12.46-00:13:14.16,00:13:14.51-00:13:22.97,00:13:23.07-00:13:26.85,00:18:52.11-00:18:52.88"
P04_10,What did he do with the leaf,leaf,cut,00:10:13.69-00:10:26.94
P04_10,What did he do with the lid,lid,"peel,put","00:18:22.75-00:18:25.00,00:18:25.37-00:18:27.64"
P04_10,What did he do with the measuring jug,jug:measuring,"put-in,put-in","00:13:06.23-00:13:08.09,00:13:10.52-00:13:11.55"
P04_10,What did he do with the oil,oil,pour,00:03:25.40-00:03:26.90
P04_10,What did he do with the onion,onion,"pick-up,decide-if,put-down,dice,peel,peel,slice,put,stir,stir,stir","00:03:30.02-00:03:34.01,00:03:33.65-00:03:40.01,00:03:42.35-00:03:43.32,00:03:43.29-00:03:49.26,00:03:50.20-00:04:01.50,00:04:01.60-00:04:11.22,00:04:25.28-00:04:52.60,00:04:55.85-00:05:01.37,00:05:23.26-00:05:27.51,00:08:11.44-00:08:16.46,00:08:35.41-00:08:42.21"
P04_10,What did he do with the onion skin,skin:onion,put,00:04:14.61-00:04:21.77
P04_10,What did he do with the packet,packet,open,00:05:50.82-00:05:54.01
P04_10,What did he do with the pan,pan,"pick-up,wash,wash,wash,wash,dry,put,stir,pull,stir,stir,stir","00:00:06.98-00:00:07.65,00:00:13.07-00:00:49.07,00:00:55.15-00:01:29.89,00:01:12.71-00:01:30.00,00:01:30.05-00:02:16.51,00:02:58.56-00:03:12.88,00:03:14.43-00:03:15.55,00:09:54.86-00:09:57.69,00:09:58.49-00:10:07.08,00:12:33.15-00:12:47.16,00:13:25.37-00:13:30.09,00:18:00.74-00:18:08.43"
P04_10,What did he do with the pepper,pepper,"pick-up,pick-up,put-away,slice,slice,slice,slice,slice,put,put","00:05:40.26-00:05:44.95,00:05:53.80-00:05:56.08,00:05:59.04-00:06:05.40,00:06:06.15-00:06:22.15,00:06:34.76-00:06:54.91,00:06:55.28-00:07:04.03,00:07:06.20-00:07:14.47,00:07:50.74-00:07:54.27,00:08:17.36-00:08:20.31,00:08:44.91-00:08:47.96"
P04_10,What did he do with the pepper scrap,scrap:pepper,put,00:08:29.20-00:08:32.65
P04_10,What did he do with the pith,pith,"cut,slice","00:06:13.10-00:06:33.35,00:07:08.71-00:07:13.85"
P04_10,What did he do with the scissors,scissors,pick-up,00:18:08.53-00:18:10.41
P04_10,What did he do with the sink,sink,"drain,drain","00:00:07.75-00:00:13.57,00:02:17.44-00:02:19.16"
P04_10,What did he do with the sink catcher,catcher:sink,"clean,wash","00:02:19.26-00:02:40.34,00:02:40.78-00:02:50.81"
P04_10,What did he do with the spatula,spatula,"pick-up,pick-up","00:00:02.46-00:00:03.36,00:05:21.31-00:05:22.18"
P04_10,What did he do with the stock cube,cube:stock,"pick-up,open,open","00:12:54.50-00:13:02.79,00:13:04.12-00:13:07.11,00:13:07.62-00:13:10.87"
P04_10,What did he do with the time,time,look-at,00:16:53.15-00:16:54.89
P04_10,What did he do with the wrapper,wrapper,pick-up,00:13:30.22-00:13:31.76
P04_11,What did he do with the chorizo,chorizo,"pull-out,cut,cut,put,slice,slice,slice,pick-up,cook,put,slice,slice","00:00:20.79-00:00:22.98,00:00:24.22-00:00:27.01,00:00:24.61-00:00:32.11,00:00:32.21-00:00:35.51,00:00:35.85-00:00:45.28,00:01:00.29-00:01:47.75,00:01:35.12-00:02:26.40,00:03:00.59-00:03:01.59,00:03:04.15-00:03:05.98,00:03:06.54-00:03:09.34,00:03:10.32-00:03:21.10,00:03:20.74-00:03:42.71"
P04_11,What did he do with the fridge,fridge,open,00:00:08.49-00:00:09.57
P04_11,What did he do with the hand,hand,"wash,dry","00:02:42.57-00:02:44.18,00:03:55.54-00:03:58.59"
P04_11,What did he do with the kettle,kettle,"pick-up,put-down","00:02:45.00-00:02:45.94,00:02:55.40-00:02:57.94"
P04_11,What did he do with the packet,packet,open,00:00:15.12-00:00:20.75
P04_11,What did he do with the pan,pan,"stir,stir,stir,stir","00:00:02.96-00:00:08.07,00:02:26.80-00:02:41.30,00:02:57.74-00:03:00.22,00:03:44.34-00:03:47.76"
P04_11,What did he do with the rice measurer,measurer:rice,rinse,00:03:49.44-00:03:53.19
P04_11,What did he do with the time,time,check,00:03:59.44-00:04:01.26
P04_11,What did he do with the water,water,pour,00:02:46.60-00:02:55.35
P04_12,What did he do with the bag,bag,pick-up,00:00:03.37-00:00:04.06
P04_12,What did he do with the drawer,drawer,"open,open","00:00:45.96-00:00:47.53,00:01:13.28-00:01:14.74"
P04_12,What did he do with the food,food,"put-in,put-in","00:00:01.42-00:00:02.92,00:00:04.37-00:00:06.86"
P04_12,What did he do with the food bin,bin:food,close,00:00:13.29-00:00:17.16
P04_12,What did he do with the fork,fork,pick-up,00:00:47.59-00:00:48.45
P04_12,What did he do with the hand,hand,"wash,dry","00:00:29.13-00:00:36.73,00:00:37.26-00:00:42.16"
P04_12,What did he do with the pan,pan,"stir,stir","00:00:56.17-00:01:08.66,00:02:33.54-00:02:39.09"
P04_12,What did he do with the spice,spice,"pick-up,put-down,pick-up,put-down","00:01:16.44-00:02:06.85,00:02:07.51-00:02:12.52,00:02:13.27-00:02:14.49,00:02:15.13-00:02:16.44"
P04_12,What did he do with the stock,stock,mix,00:00:49.68-00:00:55.45
P04_13,What did he do with the cayenne pepper,pepper:cayenne,"pick-up,measure","00:01:24.82-00:01:25.96,00:01:27.29-00:01:29.54"
P04_13,What did he do with the chorizo,chorizo,"put,put","00:01:52.75-00:01:57.05,00:02:40.89-00:02:45.67"
P04_13,What did he do with the counter,counter,"wipe,put","00:03:59.69-00:04:23.44,00:04:23.70-00:04:27.78"
P04_13,What did he do with the cumin,cumin,"pick-up,pick","00:01:16.25-00:01:17.08,00:01:18.89-00:01:21.54"
P04_13,What did he do with the cup,cup,"look-at,dry","00:02:53.22-00:02:56.08,00:03:01.11-00:03:07.63"
P04_13,What did he do with the drawer,drawer,"open,open","00:00:08.13-00:00:09.90,00:00:29.35-00:00:30.85"
P04_13,What did he do with the garlic powder,powder:garlic,"open,measure,close","00:00:11.32-00:00:13.11,00:00:13.21-00:00:21.13,00:00:21.16-00:00:26.44"
P04_13,What did he do with the oregano,oregano,"pick-up,spoon","00:00:47.77-00:00:48.60,00:00:52.20-00:00:54.70"
P04_13,What did he do with the packet,packet,look-at,00:02:47.14-00:02:53.12
P04_13,What did he do with the pan,pan,"stir,stir,stir,stir","00:00:03.72-00:00:06.40,00:01:33.24-00:01:51.09,00:02:23.32-00:02:38.40,00:03:36.55-00:03:50.94"
P04_13,What did he do with the paprika,paprika,"open,open,measure","00:00:26.54-00:00:28.56,00:00:31.74-00:00:35.13,00:00:36.25-00:00:45.61"
P04_13,What did he do with the pepper,pepper,grind,00:02:11.08-00:02:22.86
P04_13,What did he do with the rice,rice,"put-down,pick-up,put-down,open,open,spill,tip,put","00:00:01.76-00:00:03.26,00:02:45.77-00:02:47.04,00:02:59.32-00:03:00.57,00:03:50.92-00:03:56.83,00:04:31.01-00:04:50.64,00:04:43.69-00:04:52.28,00:04:58.45-00:05:04.96,00:05:05.06-00:05:12.19"
P04_13,What did he do with the salt,salt,measure,00:02:04.25-00:02:06.08
P04_13,What did he do with the spice,spice,"move,put","00:03:08.44-00:03:10.39,00:03:10.25-00:03:34.65"
P04_13,What did he do with the spoon,spoon,"pick-up,pick-up","00:00:09.76-00:00:11.22,00:00:30.72-00:00:31.88"
P04_13,What did he do with the thyme,thyme,"pick-up,measure","00:01:02.87-00:01:03.63,00:01:05.69-00:01:11.13"
P04_14,What did he do with the bin,bin,open,00:01:22.78-00:01:24.03
P04_14,What did he do with the rice,rice,"sweep,sweep,move,sweep,move,sweep,tip","00:00:03.25-00:00:07.91,00:00:17.36-00:00:35.59,00:00:35.69-00:00:36.93,00:00:36.86-00:00:55.57,00:00:56.97-00:01:01.14,00:01:01.11-00:01:07.03,00:01:23.91-00:01:25.11"
P04_15,What did he do with the pan,pan,stir,00:00:03.02-00:00:09.89
P04_16,What did he do with the bouquet garni,garni:bouquet,"open,put,close,put","00:02:29.81-00:02:31.31,00:02:31.41-00:02:33.23,00:02:39.80-00:02:46.12,00:02:46.22-00:02:52.03"
P04_16,What did he do with the clip,clip,pick-up,00:01:24.87-00:01:26.33
P04_16,What did he do with the cupboard,cupboard,"open,close,open","00:00:00.63-00:00:01.46,00:00:02.44-00:00:03.69,00:01:29.71-00:01:30.63"
P04_16,What did he do with the drawer,drawer,"open,open","00:01:23.34-00:01:24.09,00:02:52.13-00:02:53.21"
P04_16,What did he do with the glass,glass,"pick-up,fill-up,put-down","00:00:01.50-00:00:02.32,00:00:05.50-00:00:08.10,00:00:13.90-00:00:14.90"
P04_16,What did he do with the leftover stock,stock:leftover,scrape,00:02:05.43-00:02:10.49
P04_16,What did he do with the liquid,liquid,taste,00:02:56.19-00:02:59.90
P04_16,What did he do with the pan,pan,"stir,put-in,stir,stir","00:00:15.25-00:00:35.25,00:00:37.30-00:00:38.30,00:01:01.81-00:01:08.60,00:02:11.90-00:02:22.19"
P04_16,What did he do with the pepper,pepper,"pick-up,grind,put-down","00:03:04.85-00:03:05.90,00:03:06.00-00:03:15.75,00:03:15.80-00:03:17.26"
P04_16,What did he do with the rice,rice,"pick-up,measure,measure,put-down,put,stir","00:00:35.58-00:00:36.85,00:00:42.15-00:00:45.65,00:00:42.17-00:00:52.42,00:00:57.29-00:01:01.29,00:01:30.87-00:01:31.80,00:01:33.54-00:01:53.77"
P04_16,What did he do with the rice bag,bag:rice,close,00:01:25.79-00:01:28.99
P04_16,What did he do with the spatula,spatula,put-down,00:02:24.62-00:02:29.84
P04_16,What did he do with the spoon,spoon,"pick-up,put-down","00:02:53.75-00:02:54.90,00:03:02.44-00:03:04.16"
P04_16,What did he do with the stock,stock,"mix,pour,mix,pour","00:01:53.65-00:01:57.45,00:01:57.55-00:01:59.63,00:01:59.33-00:02:00.69,00:02:00.71-00:02:03.58"
P04_16,What did he do with the tap,tap,"turn-on,turn-off","00:00:04.40-00:00:05.43,00:00:07.68-00:00:08.61"
P04_16,What did he do with the water,water,"drink,drink","00:00:08.80-00:00:13.80,00:03:19.12-00:03:22.81"
P04_16,What did he do with the wine,wine,measure,00:01:10.19-00:01:15.57
P04_16,What did he do with the wok,wok,"put-in,put-in","00:00:45.75-00:00:46.80,00:00:51.23-00:00:52.50"
P04_17,What did he do with the knife,knife,"pick-up,wash-up,dry,put","00:01:59.51-00:02:00.65,00:02:01.50-00:02:14.03,00:02:18.20-00:02:22.93,00:02:24.39-00:02:26.67"
P04_17,What did he do with the pan,pan,"stir,stir","00:00:06.14-00:00:28.89,00:00:36.66-00:01:05.91"
P04_17,What did he do with the rice,rice,"test,test","00:01:05.91-00:01:07.44,00:01:14.45-00:01:19.02"
P04_17,What did he do with the spoon,spoon,put,00:01:56.11-00:01:59.21
P04_17,What did he do with the tap,tap,turn-off,00:02:16.73-00:02:17.59
P04_17,What did he do with the water,water,"pick-up,drink,pour,fill-up,pour,fill-up,pour,fill-up,pour,drink,fill-up,put-down","00:00:02.05-00:00:02.86,00:00:02.96-00:00:04.96,00:00:28.99-00:00:31.56,00:00:32.49-00:00:35.06,00:01:21.78-00:01:23.46,00:01:24.00-00:01:25.98,00:01:26.66-00:01:27.98,00:01:41.58-00:01:44.42,00:01:45.25-00:01:49.06,00:01:49.54-00:01:51.35,00:01:51.94-00:01:54.37,00:01:54.34-00:01:55.47"
P04_18,What did he do with the beef,beef,"pull-out,put-down","00:01:43.02-00:01:44.10,00:01:44.89-00:01:46.47"
P04_18,What did he do with the chopping board,board:chopping,"pick-up,put,put-down,pick-up,wash,wash,dry,put","00:00:06.71-00:00:07.92,00:00:17.15-00:00:28.25,00:00:22.38-00:00:23.72,00:00:30.95-00:00:32.21,00:00:32.68-00:00:38.22,00:00:37.99-00:01:21.13,00:01:23.22-00:01:33.20,00:01:39.02-00:01:40.90"
P04_18,What did he do with the cupboard,cupboard,open,00:01:33.85-00:01:36.00
P04_18,What did he do with the cutlery,cutlery,pick-up,00:00:04.82-00:00:06.61
P04_18,What did he do with the dishwasher,dishwasher,"open,close","00:00:12.99-00:00:13.58,00:00:28.56-00:00:31.48"
P04_18,What did he do with the freezer,freezer,"open,close","00:01:41.37-00:01:42.58,00:01:47.64-00:01:49.09"
P04_18,What did he do with the hob,hob,turn-down,00:02:01.45-00:02:04.13
P04_18,What did he do with the measuring jug,jug:measuring,"pick-up,put","00:00:23.80-00:00:26.04,00:00:25.52-00:00:28.46"
P04_18,What did he do with the pan,pan,stir,00:01:52.95-00:02:01.82
P04_18,What did he do with the pepper,pepper,pick-up,00:00:03.84-00:00:04.53
P04_18,What did he do with the rice,rice,scrape,00:00:09.33-00:00:12.06
P04_18,What did he do with the tap,tap,turn-off,00:01:20.70-00:01:21.73
P04_18,What did he do with the towel,towel,put-down,00:01:33.30-00:01:34.34
P04_18,What did he do with the water,water,"drink,put-down","00:01:49.24-00:01:51.35,00:01:51.30-00:01:52.23"
P04_19,What did he do with the hob,hob,turn-up,00:00:12.39-00:00:15.08
P04_19,What did he do with the pan,pan,stir,00:00:06.28-00:00:12.37
P04_19,What did he do with the water,water,"pick-up,drink,put-down","00:00:02.32-00:00:02.94,00:00:02.72-00:00:04.60,00:00:04.58-00:00:06.39"
P04_20,What did he do with the cupboard,cupboard,open,00:00:02.06-00:00:03.15
P04_20,What did he do with the drawer,drawer,"open,open","00:00:19.43-00:00:20.61,00:01:26.01-00:01:26.86"
P04_20,What did he do with the food,food,"spoon,serve","00:00:29.56-00:00:30.29,00:00:58.91-00:01:22.35"
P04_20,What did he do with the fork,fork,"pick-up,put-down","00:01:27.03-00:01:28.41,00:01:29.14-00:01:30.39"
P04_20,What did he do with the hob,hob,turn-off,00:00:15.06-00:00:18.03
P04_20,What did he do with the jambalaya,jambalaya,serve,00:00:26.29-00:00:30.35
P04_20,What did he do with the pan,pan,check,00:00:07.38-00:00:14.63
P04_20,What did he do with the plate,plate,"pick-up,put-down","00:00:03.25-00:00:05.07,00:00:05.52-00:00:07.31"
P04_20,What did he do with the spoon,spoon,pick-up,00:00:22.03-00:00:23.53
P04_21,What did he do with the cupboard,cupboard,open,00:00:01.31-00:00:02.32
P04_21,What did he do with the cutlery,cutlery,pick-up,00:01:31.94-00:01:34.24
P04_21,What did he do with the dishwasher,dishwasher,"put-in,put-in,close,turn","00:01:34.19-00:01:42.47,00:01:46.94-00:01:48.69,00:02:48.89-00:03:00.08,00:03:08.96-00:03:14.53"
P04_21,What did he do with the food,food,pour,00:00:41.85-00:00:48.77
P04_21,What did he do with the fridge,fridge,close,00:01:22.85-00:01:32.06
P04_21,What did he do with the kitchen roll,roll:kitchen,"get,clean-up,put","00:02:02.05-00:02:03.85,00:02:04.41-00:02:26.32,00:02:26.72-00:02:30.14"
P04_21,What did he do with the leftover food,food:leftover,"put,spread,put","00:00:07.61-00:00:50.86,00:01:45.85-00:01:51.41,00:02:37.87-00:02:41.93"
P04_21,What did he do with the pan,pan,"pick-up,pick-up,put-down","00:00:40.22-00:00:41.56,00:01:53.43-00:01:54.44,00:01:55.51-00:01:57.83"
P04_21,What did he do with the plate,plate,put,00:02:41.88-00:02:45.70
P04_21,What did he do with the spoon,spoon,"pick-up,put","00:01:42.78-00:01:44.16,00:01:51.51-00:01:52.87"
P04_21,What did he do with the tablet,tablet,put,00:03:01.90-00:03:08.90
P04_21,What did he do with the tupperware,tupperware,"pick-up,put-down,put","00:00:02.91-00:00:04.41,00:00:05.55-00:00:07.05,00:01:19.55-00:01:26.26"
P04_22,What did he do with the coriander seed,seed:coriander,measure,00:02:15.74-00:02:20.35
P04_22,What did he do with the cumin seed,seed:cumin,measure,00:02:33.34-00:02:42.22
P04_22,What did he do with the cupboard,cupboard,open,00:00:06.40-00:00:08.07
P04_22,What did he do with the dishwasher,dishwasher,"look-in,put-in","00:00:07.84-00:00:09.92,00:00:15.09-00:00:16.47"
P04_22,What did he do with the drawer,drawer,open,00:01:49.30-00:01:50.30
P04_22,What did he do with the hob,hob,turn-on,00:00:24.02-00:00:31.27
P04_22,What did he do with the measuring spoon,spoon:measuring,pick-up,00:01:50.67-00:01:55.06
P04_22,What did he do with the packet,packet,open,00:02:06.23-00:02:11.21
P04_22,What did he do with the pan,pan,"pick-up,dry,put","00:00:09.85-00:00:13.92,00:00:16.44-00:00:20.80,00:00:22.42-00:00:23.42"
P04_22,What did he do with the paper,paper,"put-down,read","00:00:01.56-00:00:02.90,00:01:30.21-00:01:32.09"
P04_22,What did he do with the spatula,spatula,pick-up,00:00:14.19-00:00:14.99
P04_22,What did he do with the spice,spice,"open,pick-up,look-for,put-down","00:00:32.62-00:00:35.19,00:00:36.14-00:00:58.71,00:00:49.88-00:01:15.12,00:01:16.83-00:01:18.28"
P04_22,What did he do with the spoon,spoon,"look-for,pick-up","00:01:55.45-00:02:00.93,00:02:00.00-00:02:01.10"
P04_22,What did he do with the wok,wok,pick-up,00:00:03.00-00:00:03.75
P04_23,What did he do with the box,box,"open,put-down","00:00:30.56-00:00:33.67,00:00:35.61-00:00:36.81"
P04_23,What did he do with the chilli,chilli,pick-up,00:07:07.31-00:07:22.28
P04_23,What did he do with the chilli flake,flake:chilli,"pick-up,sprinkle,put-down","00:15:21.51-00:15:24.44,00:15:25.60-00:15:35.17,00:15:37.12-00:15:38.25"
P04_23,What did he do with the chopping board,board:chopping,"pick-up,put-down","00:01:52.88-00:01:53.48,00:01:54.38-00:01:55.26"
P04_23,What did he do with the container,container,"open,close,close","00:09:04.92-00:09:07.68,00:10:05.68-00:10:15.83,00:10:31.67-00:10:34.05"
P04_23,What did he do with the cupboard,cupboard,"open,open,close,open,open,look-for,open,open,open","00:00:01.37-00:00:02.18,00:01:27.87-00:01:28.65,00:01:52.88-00:01:53.45,00:01:52.88-00:01:53.51,00:08:22.63-00:08:24.52,00:08:24.40-00:08:28.93,00:10:35.23-00:10:37.08,00:15:19.20-00:15:20.74,00:15:36.40-00:15:37.70"
P04_23,What did he do with the dishwasher,dishwasher,open,00:02:07.06-00:02:08.61
P04_23,What did he do with the film,film,put,00:09:24.52-00:09:25.87
P04_23,What did he do with the fish sauce,sauce:fish,"take-out,measure","00:10:35.51-00:10:38.81,00:10:42.80-00:10:45.05"
P04_23,What did he do with the fridge,fridge,open,00:06:47.37-00:06:49.12
P04_23,What did he do with the galangal,galangal,pick-up,00:06:49.82-00:06:53.44
P04_23,What did he do with the galangal root,root:galangal,"open,measure","00:10:16.78-00:10:18.64,00:10:27.34-00:10:29.67"
P04_23,What did he do with the garlic,garlic,"pick-up,peel,peel,dice,slice,chop","00:01:51.75-00:01:52.78,00:04:13.08-00:04:16.62,00:04:24.55-00:04:26.81,00:05:45.21-00:05:54.32,00:05:57.49-00:06:04.01,00:06:08.66-00:06:33.48"
P04_23,What did he do with the knife,knife,pick-up,00:02:02.23-00:02:03.59
P04_23,What did he do with the lemon grass,grass:lemon,"pick-up,pour-out,chop-off,peel,put,slice,put","00:07:01.95-00:07:05.04,00:07:28.20-00:07:30.32,00:07:33.61-00:07:38.56,00:07:39.48-00:07:47.56,00:07:50.96-00:07:52.81,00:07:55.14-00:08:14.00,00:08:14.10-00:08:17.40"
P04_23,What did he do with the onion,onion,"pick-up,put-down,slice-up,slice,slice-off,peel,dice,measure,dice,put,put","00:01:30.07-00:01:33.98,00:01:56.35-00:01:59.85,00:02:24.47-00:03:05.93,00:02:48.15-00:02:49.42,00:02:50.15-00:02:50.86,00:02:51.65-00:02:52.37,00:02:59.28-00:03:20.29,00:03:24.50-00:03:27.68,00:03:30.71-00:03:44.90,00:03:46.37-00:03:50.36,00:03:59.50-00:04:08.98"
P04_23,What did he do with the onion skin,skin:onion,throw,00:02:52.76-00:02:58.73
P04_23,What did he do with the packet,packet,"open,pull-out,cut","00:07:22.90-00:07:26.44,00:09:08.55-00:09:11.22,00:09:17.65-00:09:20.94"
P04_23,What did he do with the pan,pan,"stir,stir,pour","00:02:46.00-00:02:46.70,00:04:16.69-00:04:21.60,00:06:39.16-00:06:43.11"
P04_23,What did he do with the pepper,pepper,"cut,put","00:08:50.47-00:08:51.87,00:08:57.71-00:09:01.94"
P04_23,What did he do with the pestle,pestle,"look-for,pick-up,put-down,pick-up,scrape","00:00:15.92-00:00:30.71,00:00:26.91-00:00:29.93,00:00:38.07-00:00:40.04,00:10:46.90-00:10:48.34,00:12:24.87-00:12:31.02"
P04_23,What did he do with the shrimp paste,paste:shrimp,"pick-up,open,open,measure,put-down","00:08:29.03-00:08:38.23,00:08:40.55-00:09:00.96,00:08:54.85-00:08:58.09,00:09:34.12-00:09:55.96,00:09:59.46-00:10:05.83"
