video_id,question_about_nouns,verb,answer,time,frames
P02_06,What all does he rinse,rinse,"tupperware,tupperware,lid,cutlery,fork,spoon,spoon,knife,knife,mug,plate,plate,mug,plate,plate,sweet corn,sweet corn,chopping board,strainer,knife","00:01:52.25-00:01:53.72,00:02:08.42-00:02:17.93,00:02:23.41-00:02:26.15,00:02:56.85-00:03:08.77,00:03:00.41-00:03:02.36,00:03:03.31-00:03:04.87,00:03:05.76-00:03:06.76,00:03:07.56-00:03:09.07,00:03:09.91-00:03:11.16,00:03:18.85-00:03:23.95,00:03:31.55-00:03:35.74,00:03:44.20-00:03:49.37,00:03:58.46-00:04:02.07,00:04:18.13-00:04:24.00,00:04:40.42-00:04:45.08,00:11:34.85-00:11:39.08,00:11:42.92-00:11:48.73,00:15:55.58-00:15:59.52,00:16:24.30-00:16:29.04,00:16:33.54-00:16:35.34","6735-6823,7705-8275,8604-8769,10611-11326,10824-10941,10998-11092,11145-11205,11253-11344,11394-11469,11931-12237,12693-12944,13452-13762,14307-14524,15487-15840,16825-17104,41691-41944,42175-42523,57334-57571,59058-59342,59612-59720"
P02_06,What all does he search,search,"pasta,pasta,pasta","00:14:42.93-00:14:47.70,00:14:47.80-00:14:51.59,00:14:50.55-00:14:51.93","52975-53262,53268-53495,53433-53515"
P02_06,What all does he set,set,timer,00:13:48.38-00:13:50.63,49702-49837
P02_06,What all does he shake,shake,strainer,00:08:16.69-00:08:19.09,29801-29945
P02_06,What all does he slice,slice,"cucumber,cucumber","00:09:46.02-00:09:50.75,00:09:54.03-00:09:57.08","35161-35445,35641-35824"
P02_06,What all does he sprinkle,sprinkle,"water,herb,olive oil","00:05:35.48-00:05:38.50,00:14:07.65-00:14:12.10,00:15:00.46-00:15:03.23","20128-20310,50859-51126,54027-54193"
P02_06,What all does he sprinkle-on,sprinkle-on,other herb,00:14:14.24-00:14:15.95,51254-51357
P02_06,What all does he switch-on,switch-on,oven,00:00:18.13-00:00:22.22,1087-1333
P02_06,What all does he take-off,take-off,glove,00:05:43.02-00:05:45.07,20581-20704
P02_06,What all does he throw,throw,"bag,leaf,trash bin,can,olive oil,bag","00:01:18.21-00:01:19.09,00:06:54.22-00:06:54.72,00:08:04.14-00:08:04.95,00:12:09.23-00:12:10.15,00:15:13.50-00:15:14.29,00:16:44.35-00:16:48.33","4692-4745,24853-24883,29048-29097,43753-43809,54810-54857,60261-60499"
P02_06,What all does he used,used,hand,00:11:58.89-00:12:07.70,43133-43662
P02_06,What all does he wash,wash,"tupperware,tupperware,lid,spoon,knife,knife,spoon,spoon,spoon,fork,spoon,plate,plate,plate,plate,cucumber,tomato,lettuce,hand,chopping board,tap,mug,knife,strainer","00:01:53.94-00:02:03.43,00:01:59.62-00:02:06.89,00:02:22.61-00:02:25.12,00:02:28.04-00:02:30.67,00:02:32.24-00:02:34.01,00:02:35.13-00:02:36.94,00:02:38.41-00:02:40.97,00:02:41.93-00:02:43.43,00:02:45.16-00:02:47.08,00:02:48.19-00:02:50.12,00:02:51.73-00:02:54.90,00:03:26.65-00:03:30.59,00:03:38.78-00:03:42.82,00:04:12.57-00:04:25.17,00:04:32.23-00:04:39.49,00:07:25.73-00:07:30.79,00:07:33.96-00:07:39.63,00:08:08.23-00:08:14.52,00:12:12.66-00:12:13.92,00:15:50.97-00:15:54.37,00:16:01.12-00:16:03.52,00:16:04.77-00:16:13.10,00:16:16.24-00:16:17.84,00:16:21.05-00:16:30.87","6836-7405,7177-7613,8556-8707,8882-9040,9134-9240,9307-9416,9504-9658,9715-9805,9909-10024,10091-10207,10303-10494,12399-12635,13126-13369,15154-15910,16333-16769,26743-27047,27237-27577,29293-29671,43959-44035,57058-57262,57667-57811,57886-58386,58574-58670,58863-59452"
P02_06,What all does he wear,wear,"apron,glove,glove","00:00:07.84-00:00:14.48,00:01:38.38-00:01:42.35,00:15:36.90-00:15:42.76","470-868,5902-6141,56214-56565"
P02_07,What all does he close,close,"oven,trash bin,mayonnaise,mayonnaise,ketchup,fridge","00:00:37.71-00:00:38.98,00:01:08.77-00:01:10.02,00:01:09.29-00:01:13.97,00:01:20.30-00:01:22.27,00:01:29.50-00:01:30.73,00:01:33.50-00:01:34.44","2262-2338,4126-4201,4157-4438,4818-4936,5370-5443,5610-5666"
P02_07,What all does he get,get,"oven glove,tongs,mayonnaise,spoon","00:00:04.50-00:00:05.61,00:00:07.99-00:00:09.44,00:00:51.68-00:00:52.86,00:01:34.57-00:01:35.35","270-336,479-566,3100-3171,5674-5721"
P02_07,What all does he hold,hold,plate,00:01:36.75-00:01:37.44,5805-5846
P02_07,What all does he mix,mix,"mayonnaise,mayonnaise","00:01:35.48-00:01:43.74,00:01:38.24-00:01:40.17","5728-6224,5894-6010"
P02_07,What all does he open,open,"drawer,oven,oven,cupboard,fridge,mayonnaise,mayonnaise,trash bin,cupboard,fridge,ketchup,drawer","00:00:06.97-00:00:16.96,00:00:10.74-00:00:12.38,00:00:35.39-00:00:36.12,00:00:44.17-00:00:44.96,00:00:50.52-00:00:51.58,00:00:52.73-00:00:56.03,00:01:03.64-00:01:05.13,00:01:06.60-00:01:07.76,00:01:22.05-00:01:23.18,00:01:22.25-00:01:23.00,00:01:26.74-00:01:27.55,00:01:33.77-00:01:34.42","418-1017,644-742,2123-2167,2650-2697,3031-3094,3163-3361,3818-3907,3995-4065,4923-4990,4935-4980,5204-5253,5626-5665"
P02_07,What all does he pick-up,pick-up,"tray,tray,plate,ketchup","00:00:14.42-00:00:16.06,00:00:34.35-00:00:35.29,00:00:44.94-00:00:46.42,00:01:24.54-00:01:25.98","865-963,2061-2117,2696-2785,5072-5158"
P02_07,What all does he pull,pull,drawer,00:00:12.73-00:00:14.32,763-859
P02_07,What all does he put,put,"tray,tongs,tray,plate,mayonnaise,plate","00:00:16.48-00:00:17.50,00:00:32.58-00:00:33.25,00:00:36.22-00:00:37.80,00:00:47.33-00:00:50.42,00:01:13.65-00:01:17.49,00:01:45.91-00:01:46.91","988-1050,1954-1995,2173-2268,2839-3025,4419-4649,6354-6414"
P02_07,What all does he remove,remove,"mayonnaise,cover","00:00:56.30-00:01:03.91,00:00:59.56-00:01:05.11","3378-3834,3573-3906"
P02_07,What all does he return,return,"mayonnaise,ketchup","00:01:23.28-00:01:24.45,00:01:30.85-00:01:33.40","4996-5067,5451-5604"
P02_07,What all does he set,set,alarm,00:00:38.81-00:00:41.54,2328-2492
P02_07,What all does he squeeze,squeeze,"mayonnaise,ketchup","00:01:14.65-00:01:17.15,00:01:27.28-00:01:30.65","4479-4629,5236-5439"
P02_07,What all does he stir,stir,sauce,00:01:44.68-00:01:45.38,6280-6322
P02_07,What all does he throw,throw,cover,00:01:07.38-00:01:08.57,4042-4114
P02_07,What all does he turn,turn,"tongs,onion ring,onion ring,onion ring,onion ring,potato","00:00:19.20-00:00:20.70,00:00:20.80-00:00:21.80,00:00:22.94-00:00:26.94,00:00:27.20-00:00:29.16,00:00:27.21-00:00:30.06,00:00:29.66-00:00:32.28","1152-1242,1248-1308,1376-1616,1632-1749,1632-1803,1779-1936"
P02_07,What all does he turn-off,turn-off,alarm,00:00:03.12-00:00:04.25,187-255
P02_07,What all does he used,used,tongs,00:00:17.85-00:00:19.10,1071-1146
P02_07,What all does he wear,wear,oven glove,00:00:05.71-00:00:06.64,342-398
P02_08,What all does he close,close,drawer,00:00:56.96-00:00:58.04,3417-3482
P02_08,What all does he get,get,"knife,fork","00:00:54.68-00:00:55.93,00:00:56.03-00:00:56.86","3280-3355,3361-3411"
P02_08,What all does he hold,hold,"tray,tray","00:00:31.28-00:00:32.96,00:00:39.04-00:00:41.07","1876-1977,2342-2464"
P02_08,What all does he open,open,"oven,cupboard,drawer","00:00:09.16-00:00:10.66,00:00:16.67-00:00:17.30,00:00:53.51-00:00:54.58","549-639,1000-1038,3210-3274"
P02_08,What all does he pick,pick,tray,00:00:11.32-00:00:13.86,679-831
P02_08,What all does he pick-up,pick-up,"oven glove,plate,tongs,burger,onion ring,tray,plate","00:00:03.66-00:00:04.71,00:00:17.31-00:00:19.06,00:00:19.86-00:00:20.44,00:00:20.86-00:00:21.72,00:00:22.92-00:00:24.73,00:00:29.54-00:00:31.04,00:01:02.69-00:01:05.51","219-282,1038-1143,1191-1226,1251-1303,1375-1483,1772-1862,3761-3930"
P02_08,What all does he pull,pull,drawer,00:00:11.01-00:00:12.26,660-735
P02_08,What all does he put,put,"stove,plate,tray,tongs,knife,fork","00:00:14.42-00:00:15.31,00:00:25.61-00:00:26.99,00:00:46.36-00:00:48.11,00:00:47.87-00:00:49.01,00:01:00.55-00:01:01.43,00:01:01.33-00:01:02.70","865-918,1536-1619,2781-2886,2872-2940,3633-3685,3679-3762"
P02_08,What all does he put-on,put-on,"plate,plate","00:00:20.88-00:00:22.33,00:00:24.19-00:00:25.31","1252-1339,1451-1518"
P02_08,What all does he remove,remove,"oven glove,glove","00:00:16.04-00:00:16.57,00:00:49.31-00:00:50.67","962-994,2958-3040"
P02_08,What all does he set-off,set-off,alarm,00:00:02.21-00:00:03.45,132-207
P02_08,What all does he slide,slide,"onion ring,potato","00:00:34.15-00:00:45.98,00:00:41.17-00:00:46.90","2049-2758,2470-2814"
P02_08,What all does he switch-off,switch-off,oven,00:00:05.58-00:00:08.78,334-526
P02_08,What all does he wear,wear,"oven glove,oven glove","00:00:04.51-00:00:05.68,00:00:27.67-00:00:28.93","270-340,1660-1735"
P02_09,What all does he add,add,"flour,olive,olive oil,olive oil,meat,hot water","00:06:26.66-00:06:29.95,00:07:10.15-00:07:11.36,00:07:23.25-00:07:24.20,00:07:49.51-00:07:50.53,00:24:20.45-00:24:21.71,00:27:25.30-00:27:28.38","23199-23397,25809-25881,26595-26652,28170-28231,87627-87702,98718-98902"
P02_09,What all does he add-to,add-to,"pan,pan,pan,pan","00:23:33.51-00:23:38.63,00:23:42.75-00:23:46.76,00:23:51.15-00:23:55.34,00:24:07.66-00:24:16.17","84810-85117,85365-85605,85869-86120,86859-87370"
P02_09,What all does he break,break,"meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat","00:22:50.00-00:23:00.64,00:23:11.04-00:23:19.47,00:23:32.73-00:23:35.76,00:23:41.62-00:23:43.63,00:23:49.43-00:23:51.36,00:24:05.30-00:24:07.56,00:24:24.06-00:24:31.62,00:24:57.95-00:25:17.90,00:25:20.15-00:25:23.70,00:25:32.97-00:25:37.05,00:25:38.01-00:25:42.84,00:25:50.22-00:25:52.18,00:25:53.65-00:26:06.26,00:26:30.92-00:26:40.22,00:33:20.94-00:33:36.25","82200-82838,83462-83968,84763-84945,85297-85417,85765-85881,86718-86853,87843-88297,89877-91074,91209-91422,91978-92223,92280-92570,93013-93130,93219-93975,95455-96013,120056-120975"
P02_09,What all does he break-up,break-up,meat,00:23:05.39-00:23:19.76,83123-83985
P02_09,What all does he carry,carry,"glass,glass","00:28:00.97-00:28:02.06,00:28:04.68-00:28:07.23","100858-100923,101080-101233"
P02_09,What all does he chop,chop,"onion,onion,onion,onion,onion,onion,onion,onion,onion","00:12:48.71-00:12:50.63,00:12:51.15-00:12:53.78,00:14:15.54-00:14:35.21,00:14:37.00-00:14:54.53,00:15:03.48-00:15:24.48,00:15:26.08-00:16:21.58,00:15:53.67-00:16:21.02,00:16:27.85-00:16:53.91,00:16:32.03-00:16:39.83","46122-46237,46269-46426,51332-52512,52620-53671,54208-55468,55564-58894,57220-58861,59271-60834,59521-59989"
P02_09,What all does he clean,clean,"surface,sink,sink hole,sink,sink,sink","00:12:06.98-00:12:13.52,00:30:17.74-00:30:30.91,00:30:35.44-00:30:39.03,00:30:55.32-00:30:59.93,00:30:55.94-00:31:08.24,00:31:00.03-00:31:09.09","43618-44011,109064-109854,110126-110341,111319-111595,111356-112094,111601-112145"
P02_09,What all does he clear,clear,"hand,hand,hand","00:08:28.24-00:08:32.19,00:08:48.32-00:08:54.98,00:08:57.56-00:09:08.62","30494-30731,31699-32098,32253-32917"
P02_09,What all does he close,close,"cupboard,trash,drawer,tap,kettle,cupboard,flour,sugar jar,trash bin,trash bin,tap,drawer,oven,oil bottle,flour,cupboard,can,cupboard,tap,trash bin,trash bin,trash bin,oil bottle,drawer,cupboard,trash bin,ventilator,cupboard,cupboard,drawer,trash bin,tap,tap,herb,cupboard,open drawer","00:00:08.39-00:00:09.38,00:00:59.95-00:01:00.58,00:01:11.53-00:01:12.41,00:01:24.93-00:01:25.49,00:01:25.59-00:01:26.30,00:01:35.79-00:01:36.29,00:02:05.02-00:02:09.77,00:02:21.17-00:02:22.31,00:02:51.53-00:02:52.06,00:03:23.13-00:03:23.96,00:09:44.64-00:09:45.72,00:10:03.24-00:10:04.57,00:10:42.08-00:10:43.22,00:11:22.59-00:11:24.17,00:11:34.28-00:11:38.16,00:11:46.31-00:11:47.14,00:11:50.25-00:11:51.45,00:11:56.47-00:11:57.22,00:12:30.46-00:12:31.71,00:13:29.57-00:13:30.69,00:17:05.87-00:17:06.56,00:18:32.95-00:18:33.67,00:18:49.31-00:18:50.06,00:18:58.84-00:19:00.96,00:21:16.43-00:21:17.64,00:26:57.33-00:26:57.98,00:27:20.86-00:27:22.69,00:27:33.54-00:27:34.56,00:29:26.81-00:29:27.41,00:29:47.47-00:29:48.16,00:30:39.29-00:30:39.79,00:32:24.88-00:32:27.69,00:32:59.74-00:33:00.77,00:34:21.38-00:34:21.88,00:35:12.36-00:35:12.96,00:36:11.03-00:36:11.81","503-562,3597-3634,4291-4344,5095-5129,5135-5178,5747-5777,7501-7786,8470-8538,10291-10323,12187-12237,35078-35143,36194-36274,38524-38593,40955-41050,41656-41889,42378-42428,42615-42687,42988-43033,45027-45102,48574-48641,61552-61593,66777-66820,67758-67803,68330-68457,76585-76658,97039-97078,98451-98561,99212-99273,106008-106044,107248-107289,110357-110387,116692-116861,118784-118846,123682-123712,126741-126777,130261-130308"
P02_09,What all does he cover,cover,"bowl,bowl,bowl,pan,lid,pan","00:10:06.90-00:10:12.38,00:10:15.91-00:10:21.34,00:10:17.77-00:10:21.27,00:26:51.45-00:26:52.25,00:28:46.69-00:28:48.18,00:35:04.18-00:35:05.53","36414-36742,36954-37280,37066-37276,96687-96735,103601-103690,126250-126331"
P02_09,What all does he cut,cut,"meat packaging,meat,meat,meat","00:17:29.32-00:17:34.88,00:17:36.81-00:17:50.44,00:17:50.26-00:18:04.64,00:18:04.74-00:18:24.50","62959-63292,63408-64226,64215-65078,65084-66270"
P02_09,What all does he drink-from,drink-from,glass,00:35:19.20-00:35:24.21,127151-127452
P02_09,What all does he dry,dry,"hand,hand","00:09:50.81-00:09:54.31,00:12:34.22-00:12:37.21","35448-35658,45253-45432"
P02_09,What all does he empty,empty,"flour cup,flour,spoon,water,sink,sink","00:01:50.22-00:01:51.72,00:02:00.78-00:02:02.00,00:02:31.72-00:02:32.25,00:03:40.47-00:03:43.42,00:29:54.59-00:29:59.72,00:33:02.17-00:33:05.25","6613-6703,7246-7320,9103-9135,13228-13405,107675-107983,118930-119115"
P02_09,What all does he fill,fill,"kettle,glass,liquid","00:01:23.29-00:01:24.94,00:03:39.58-00:03:43.48,00:30:45.40-00:30:48.74","4997-5096,13174-13408,110724-110924"
P02_09,What all does he form,form,"mixture,mixture,bowl","00:07:20.76-00:07:24.24,00:07:24.54-00:07:36.56,00:07:50.22-00:08:10.32","26445-26654,26672-27393,28213-29419"
P02_09,What all does he get,get,"plastic bowl,flour,yeast,salt,oil,spoon,spoon,sugar,glass,extra flour,towel,towel,meat,garlic,pepper,herb,paprika,stock,stock,glass,spoon,fork","00:00:04.09-00:00:08.18,00:00:17.21-00:00:19.44,00:00:19.89-00:00:21.16,00:00:28.44-00:00:29.44,00:00:28.69-00:00:32.87,00:01:07.15-00:01:08.77,00:01:08.75-00:01:10.62,00:01:14.09-00:01:15.10,00:01:33.44-00:01:36.88,00:05:35.45-00:05:38.90,00:09:59.16-00:10:00.63,00:10:02.09-00:10:03.14,00:11:00.06-00:11:01.45,00:20:33.89-00:20:34.57,00:20:35.97-00:20:38.58,00:20:44.59-00:20:45.62,00:20:56.40-00:20:58.14,00:27:01.62-00:27:02.66,00:27:01.89-00:27:08.17,00:27:15.51-00:27:17.72,00:27:38.12-00:27:39.40,00:36:11.73-00:36:12.68","245-490,1032-1166,1193-1269,1706-1766,1721-1972,4029-4126,4125-4237,4445-4506,5606-5812,20127-20334,35949-36037,36125-36188,39603-39687,74033-74074,74158-74314,74675-74737,75384-75488,97297-97359,97313-97690,98130-98263,99487-99564,130303-130360"
P02_09,What all does he hold,hold,"kettle,kettle,oil switch,pan,pan,pan,pan,pan,pan,pan,glass,glass,glass,lid,lid,empty sink,empty sink,pan,pan,pan,glass,pan","00:01:22.80-00:01:23.67,00:04:16.77-00:04:20.32,00:18:42.55-00:18:45.38,00:19:44.92-00:20:04.17,00:21:25.16-00:21:26.35,00:21:50.03-00:21:53.35,00:22:31.23-00:22:39.04,00:23:55.76-00:23:56.82,00:24:21.80-00:24:22.51,00:26:09.31-00:26:10.77,00:27:44.77-00:27:48.82,00:27:48.75-00:27:49.74,00:28:08.04-00:28:11.56,00:28:23.14-00:28:24.28,00:28:44.24-00:28:45.57,00:30:02.27-00:30:17.64,00:33:04.83-00:33:07.22,00:33:18.09-00:33:20.09,00:34:22.61-00:34:23.55,00:34:26.49-00:34:28.70,00:35:15.96-00:35:18.81,00:35:38.46-00:35:39.97","4968-5020,15406-15619,67353-67522,71095-72250,77109-77181,78601-78801,81073-81542,86145-86209,87708-87750,94158-94246,99886-100129,100125-100184,101282-101493,102188-102256,103454-103534,108136-109058,119089-119233,119885-120005,123756-123813,123989-124121,126957-127128,128307-128398"
P02_09,What all does he increase,increase,"heat,heat","00:35:34.79-00:35:36.17,00:35:36.77-00:35:37.79","128087-128170,128206-128267"
P02_09,What all does he lower,lower,"heat,heat,heat,heat","00:24:02.02-00:24:03.31,00:26:26.90-00:26:28.24,00:28:50.36-00:28:51.86,00:36:29.79-00:36:31.08","86521-86598,95214-95294,103821-103911,131387-131464"
P02_09,What all does he mix,mix,"flour,flour,bowl,mixture,mixture,mixture,mixture,mixture,mixture,mixture,mixture,dough,flour,mixture,meat,meat,meat,meat,stock","00:02:59.35-00:03:02.21,00:03:02.73-00:03:09.11,00:04:40.42-00:04:44.27,00:04:44.63-00:04:50.04,00:04:53.08-00:04:58.20,00:04:54.44-00:05:01.85,00:05:02.58-00:05:07.16,00:05:12.18-00:05:30.99,00:05:17.74-00:05:31.41,00:05:39.87-00:06:13.97,00:06:00.75-00:06:15.03,00:06:15.13-00:06:23.22,00:06:30.70-00:06:40.98,00:06:38.45-00:07:09.61,00:23:55.77-00:24:01.61,00:23:57.14-00:24:01.70,00:24:22.35-00:24:42.16,00:24:31.72-00:24:40.59,00:28:01.78-00:28:06.53","10761-10932,10963-11346,16825-17056,17077-17402,17584-17892,17666-18111,18154-18429,18730-19859,19064-19884,20392-22438,21645-22501,22507-22993,23442-24058,23907-25776,86146-86496,86228-86502,87741-88929,88303-88835,100906-101191"
P02_09,What all does he move,move,"yeast,oil bottle,chopping board,knife,spoon","00:10:16.47-00:10:17.41,00:11:24.20-00:11:26.02,00:17:13.74-00:17:14.41,00:22:41.63-00:22:44.47,00:26:48.94-00:26:50.01","36988-37044,41052-41161,62024-62064,81697-81868,96536-96600"
P02_09,What all does he open,open,"cupboard,cupboard,olive oil,trash,drawer,kettle,tap,cupboard,flour,sugar jar,yeast,yeast,trash bin,oil bottle,trash bin,flour,tap,drawer,oven,fridge,cupboard,cupboard,tap,trash bin,tap,trash,trash,trash bin,trash bin,oil,trash bin,drawer,ventilator,cupboard,garlic,trash bin,fridge,chicken stock,cupboard,trash bin,drawer,lid,cupboard,cupboard,cupboard,drawer,drawer,trash bin,tap,tap,tap,tap,tap,tap,lid,cupboard","00:00:03.23-00:00:04.21,00:00:15.92-00:00:16.61,00:00:43.59-00:00:57.23,00:00:57.78-00:00:59.23,00:01:06.00-00:01:06.91,00:01:20.40-00:01:21.43,00:01:21.60-00:01:22.79,00:01:32.16-00:01:33.54,00:01:40.68-00:01:41.67,00:02:12.47-00:02:13.64,00:02:38.12-00:02:40.26,00:02:40.83-00:02:47.06,00:02:49.80-00:02:50.56,00:03:16.56-00:03:22.11,00:03:22.62-00:03:23.35,00:05:31.51-00:05:35.37,00:09:12.63-00:09:15.38,00:09:57.41-00:09:58.91,00:10:29.07-00:10:30.46,00:10:58.94-00:10:59.70,00:11:42.87-00:11:43.93,00:11:54.62-00:11:55.24,00:12:00.17-00:12:02.92,00:12:17.69-00:12:19.19,00:12:20.47-00:12:22.29,00:13:26.53-00:13:27.28,00:17:04.47-00:17:05.14,00:17:10.62-00:17:11.29,00:18:32.14-00:18:32.77,00:18:37.32-00:18:39.52,00:18:52.05-00:18:52.55,00:18:56.34-00:18:57.09,00:20:12.37-00:20:13.98,00:20:31.56-00:20:32.12,00:22:12.51-00:22:13.84,00:26:56.61-00:26:57.15,00:26:59.68-00:27:00.81,00:27:11.21-00:27:13.39,00:27:13.30-00:27:15.41,00:27:31.72-00:27:32.58,00:27:37.01-00:27:38.06,00:28:20.82-00:28:22.33,00:28:57.26-00:28:58.26,00:29:18.58-00:29:19.41,00:29:29.99-00:29:30.78,00:29:33.60-00:29:34.60,00:29:43.89-00:29:44.89,00:30:34.54-00:30:35.12,00:30:44.41-00:30:45.55,00:31:08.75-00:31:10.28,00:31:41.09-00:31:42.26,00:32:05.14-00:32:06.64,00:32:16.35-00:32:17.76,00:32:30.62-00:32:31.83,00:33:09.02-00:33:10.77,00:35:09.92-00:35:10.81","193-252,955-996,2615-3433,3466-3553,3960-4014,4824-4885,4896-4967,5529-5612,6040-6100,7948-8018,9487-9615,9649-10023,10188-10233,11793-12126,12157-12201,19890-20122,33157-33322,35844-35934,37744-37827,39536-39582,42172-42235,42877-42914,43210-43375,44261-44351,44428-44537,48391-48436,61468-61508,61837-61877,66728-66766,67039-67171,67923-67953,68180-68225,72742-72838,73893-73927,79950-80030,96996-97029,97180-97248,97872-98003,97998-98124,99103-99154,99420-99483,102049-102139,104235-104295,105514-105564,106199-106246,106416-106476,107033-107093,110072-110107,110664-110733,112125-112216,114065-114135,115508-115598,116181-116265,117037-117109,119341-119446,126595-126648"
P02_09,What all does he peel,peel,"onion,onion,onion","00:12:55.38-00:13:15.49,00:13:08.99-00:13:16.25,00:13:12.22-00:13:21.82","46522-47729,47339-47775,47533-48109"
P02_09,What all does he pick,pick,"olive oil,cup,meat,sponge,washing liquid,glass,spoon,spoon,spoon,glass,knife,glass,spoon,glass,herb","00:00:34.47-00:00:35.12,00:02:00.40-00:02:01.21,00:22:43.98-00:22:45.98,00:31:14.03-00:31:14.63,00:31:15.97-00:31:17.31,00:31:18.94-00:31:19.96,00:31:25.78-00:31:26.74,00:31:29.05-00:31:29.94,00:31:32.80-00:31:33.42,00:31:40.04-00:31:40.99,00:31:49.73-00:31:50.65,00:31:55.83-00:31:56.79,00:31:57.24-00:31:58.24,00:32:03.93-00:32:05.05,00:34:18.77-00:34:19.68","2068-2107,7224-7272,81838-81958,112441-112477,112558-112638,112736-112797,113146-113204,113343-113396,113568-113605,114002-114059,114583-114639,114949-115007,115034-115094,115435-115503,123526-123580"
P02_09,What all does he pick-up,pick-up,"kettle,flour,spoon,salt,spoon,yeast,spoon,olive oil,spoon,olive oil,glass,kettle,kettle,glass,flour,olive oil,mixture,mixture,olive oil,mixture,washing liquid,towel,bowl,pan,chopping board,knife,spoon,glass,flour,salt,can,sugar jar,sponge,towel,chopping board,onion,chopping board,onion,trash bin,chopping board,knife,knife,oil,wooden spoon,chopping board,wooden spoon,garlic,meat,spoon,meat,meat,meat,spoon,meat,meat,spoon,lid,packaging,kettle,spoon,stock,wooden spoon,plate,plate,plate,tray,glass,tongs,cutlery,sponge,sink hole,liquid,sponge,knife,spoon,cutlery,spoon,glass,glass,wooden spoon,herb,lid,glass,water filter,lid,fork,lid","00:01:19.05-00:01:20.05,00:01:39.72-00:01:40.58,00:02:11.47-00:02:12.72,00:02:23.14-00:02:24.10,00:02:23.49-00:02:24.89,00:02:34.33-00:02:35.71,00:02:52.97-00:02:53.98,00:03:08.65-00:03:10.21,00:03:12.79-00:03:14.18,00:03:24.11-00:03:24.92,00:03:36.05-00:03:37.11,00:03:39.27-00:03:40.55,00:04:20.10-00:04:22.26,00:04:29.44-00:04:34.94,00:06:23.70-00:06:26.27,00:07:08.68-00:07:10.05,00:07:13.65-00:07:20.69,00:07:37.43-00:07:46.64,00:08:16.51-00:08:18.11,00:08:33.64-00:08:35.48,00:09:31.92-00:09:32.75,00:09:47.46-00:09:50.46,00:10:21.14-00:10:22.61,00:11:08.06-00:11:08.70,00:11:10.72-00:11:12.28,00:11:13.48-00:11:14.27,00:11:20.22-00:11:21.69,00:11:26.47-00:11:27.63,00:11:33.90-00:11:38.61,00:11:38.57-00:11:39.91,00:11:49.11-00:11:50.15,00:11:51.52-00:11:52.52,00:11:58.18-00:11:59.32,00:12:33.35-00:12:34.20,00:12:39.44-00:12:40.48,00:12:43.75-00:12:45.86,00:13:23.84-00:13:25.36,00:16:56.07-00:17:02.62,00:17:08.04-00:17:09.27,00:17:13.23-00:17:14.13,00:17:13.93-00:17:14.53,00:17:35.73-00:17:36.71,00:18:35.25-00:18:38.25,00:18:57.85-00:19:00.10,00:19:14.78-00:19:18.82,00:21:37.36-00:21:39.75,00:22:11.83-00:22:12.58,00:23:01.23-00:23:02.01,00:23:20.42-00:23:21.40,00:23:29.54-00:23:32.58,00:23:38.73-00:23:41.21,00:23:47.09-00:23:49.77,00:23:55.44-00:23:56.23,00:24:03.35-00:24:05.31,00:24:16.41-00:24:20.42,00:26:30.29-00:26:30.87,00:26:50.11-00:26:51.50,00:26:53.22-00:26:55.16,00:27:22.52-00:27:24.35,00:28:29.71-00:28:31.25,00:28:35.32-00:28:37.87,00:28:39.54-00:28:40.31,00:28:53.71-00:28:57.16,00:29:03.94-00:29:05.27,00:29:10.65-00:29:11.50,00:29:16.18-00:29:18.41,00:29:29.04-00:29:30.29,00:29:31.88-00:29:33.11,00:29:36.72-00:29:41.56,00:29:59.97-00:30:00.77,00:30:30.99-00:30:33.74,00:30:42.95-00:30:43.98,00:30:54.69-00:30:55.58,00:32:29.85-00:32:30.52,00:32:34.09-00:32:34.85,00:32:37.21-00:32:37.82,00:32:41.57-00:32:42.19,00:32:43.62-00:32:44.43,00:32:52.34-00:32:53.48,00:33:09.63-00:33:10.62,00:34:01.35-00:34:02.29,00:35:03.14-00:35:03.69,00:35:11.22-00:35:12.26,00:35:15.19-00:35:15.86,00:35:29.26-00:35:30.70,00:36:16.45-00:36:18.68,00:36:30.95-00:36:31.96","4743-4803,5983-6034,7888-7963,8588-8646,8609-8693,9259-9342,10378-10438,11319-11412,11567-11650,12246-12295,12963-13026,13156-13233,15606-15735,16166-16496,23022-23176,25720-25803,26019-26441,27445-27998,29790-29886,30818-30928,34315-34365,35247-35427,37268-37356,40083-40122,40243-40336,40408-40456,40813-40901,41188-41257,41634-41916,41914-41994,42546-42609,42691-42751,43090-43159,45201-45252,45566-45628,45825-45951,48230-48321,60964-61357,61682-61756,61993-62047,62035-62071,63343-63402,66915-67095,68271-68406,69286-69529,77841-77985,79909-79954,82873-82920,84025-84084,84572-84754,85123-85272,85625-85786,86126-86173,86601-86718,87384-87625,95417-95452,96606-96690,96793-96909,98551-98661,102582-102675,102919-103072,103172-103218,104022-104229,104636-104716,105039-105090,105370-105504,106142-106217,106312-106386,106603-106893,107998-108046,109859-110024,110577-110638,111281-111334,116991-117031,117245-117291,117432-117469,117694-117731,117817-117865,118340-118408,119377-119437,122481-122537,126188-126221,126673-126735,126911-126951,127755-127841,130586-130720,131457-131517"
